region_en,TL,TR,Location,deaths,sCh,cCh,rainfall_avg,temp_avg,humidity_avg
North,2015-07-13,2015-07-19,15,0.0,0.0,0.0,4.8585714285714285,26.82857142857143,75.89
North,2015-07-20,2015-07-26,15,0.0,1.0,0.0,5.905714285714287,25.83428571428571,79.42142857142858
North,2015-07-27,2015-08-02,15,0.0,0.0,0.0,4.191428571428571,25.58285714285714,80.10714285714286
North,2015-08-03,2015-08-09,15,0.0,0.0,0.0,8.63,24.939999999999998,83.56142857142858
North,2015-08-10,2015-08-16,15,0.0,0.0,0.0,2.9842857142857144,25.740000000000002,81.70714285714287
North,2015-08-17,2015-08-23,15,0.0,0.0,0.0,5.88,25.884285714285713,79.19857142857143
North,2015-08-24,2015-08-30,15,0.0,0.0,0.0,10.79857142857143,25.17142857142857,84.45142857142858
North,2015-08-31,2015-09-06,15,1.0,1.0,0.0,10.747142857142858,25.572857142857142,82.30142857142859
North,2015-09-07,2015-09-13,15,0.0,0.0,0.0,6.622857142857144,26.10285714285714,79.84714285714286
North,2015-09-14,2015-09-20,15,1.0,1.0,0.0,6.607142857142857,25.580000000000002,82.30857142857144
North,2015-09-21,2015-09-27,15,0.0,13.0,0.0,3.8600000000000003,25.938571428571432,81.27428571428571
North,2015-09-28,2015-10-04,15,0.0,11.0,0.0,5.385714285714286,26.500000000000004,78.33
North,2015-10-05,2015-10-11,15,0.0,7.0,0.0,2.1642857142857146,26.27,78.2942857142857
North,2015-10-12,2015-10-18,15,1.0,5.0,0.0,6.547142857142857,27.215714285714284,75.17857142857143
North,2015-10-19,2015-10-25,15,0.0,10.0,0.0,2.1314285714285717,27.2,73.89999999999999
North,2015-10-26,2015-11-01,15,0.0,4.0,0.0,2.7842857142857143,26.214285714285715,78.17571428571429
North,2015-11-02,2015-11-08,15,0.0,6.0,0.0,0.2814285714285714,26.952857142857145,65.27714285714286
North,2015-11-09,2015-11-15,15,1.0,30.0,0.0,0.0,26.82571428571428,56.311428571428564
North,2015-11-16,2015-11-22,15,0.0,3.0,0.0,0.0,27.018571428571427,48.15428571428572
North,2015-11-23,2015-11-29,15,0.0,4.0,0.0,0.0,27.33571428571429,41.35
North,2015-11-30,2015-12-06,15,0.0,0.0,0.0,0.0,25.07714285714286,38.132857142857155
North,2015-12-07,2015-12-13,15,0.0,0.0,0.0,0.0,24.17571428571429,36.114285714285714
North,2015-12-14,2015-12-20,15,0.0,0.0,0.0,0.0,23.112857142857138,28.584285714285716
North,2015-12-21,2015-12-27,15,0.0,0.0,0.0,0.0,23.49142857142857,32.21857142857142
North,2016-01-04,2016-01-10,15,0.0,0.0,0.0,0.0,26.90285714285714,25.872857142857146
North,2016-01-11,2016-01-17,15,0.0,0.0,0.0,0.0,26.961428571428574,20.64428571428571
North,2016-01-18,2016-01-24,15,0.0,0.0,0.0,0.0,25.315714285714282,20.16
North,2016-01-25,2016-01-31,15,0.0,0.0,0.0,0.0,22.840000000000003,23.71142857142857
North,2016-02-01,2016-02-07,15,0.0,0.0,0.0,0.0,26.85714285714286,21.50142857142857
North,2016-02-08,2016-02-14,15,0.0,0.0,0.0,0.0,25.384285714285713,17.242857142857144
North,2016-02-15,2016-02-21,15,0.0,0.0,0.0,0.0,30.155714285714282,15.135714285714286
North,2016-02-22,2016-02-28,15,0.0,0.0,0.0,0.0,30.53,16.18285714285714
North,2016-02-29,2016-03-06,15,0.0,0.0,0.0,0.0,33.17142857142857,25.107142857142858
North,2016-03-07,2016-03-13,15,0.0,0.0,0.0,0.08285714285714287,33.36000000000001,34.36714285714286
North,2016-03-14,2016-03-20,15,0.0,0.0,0.0,0.4657142857142857,33.15714285714286,34.951428571428565
North,2016-03-21,2016-03-27,15,0.0,0.0,0.0,1.1485714285714288,33.097142857142856,41.76428571428572
North,2016-03-28,2016-04-03,15,0.0,0.0,0.0,0.004285714285714286,33.36,25.842857142857145
North,2016-04-04,2016-04-10,15,0.0,0.0,0.0,1.6900000000000002,32.70142857142857,44.451428571428565
North,2016-04-11,2016-04-17,15,0.0,0.0,0.0,2.3957142857142855,31.19571428571428,57.529999999999994
North,2016-04-18,2016-04-24,15,0.0,0.0,0.0,1.1300000000000001,31.534285714285716,39.224285714285706
North,2016-04-25,2016-05-01,15,0.0,0.0,0.0,4.325714285714286,30.688571428571432,58.73285714285715
North,2016-05-02,2016-05-08,15,0.0,0.0,0.0,2.3742857142857146,30.925714285714285,56.97428571428571
North,2016-05-09,2016-05-15,15,0.0,0.0,0.0,8.011428571428572,30.148571428571433,62.76714285714285
North,2016-05-16,2016-05-22,15,0.0,0.0,0.0,7.791428571428573,28.08857142857143,71.68285714285715
North,2016-05-23,2016-05-29,15,0.0,0.0,0.0,6.417142857142856,27.632857142857144,74.07714285714285
North,2016-05-30,2016-06-05,15,0.0,0.0,0.0,7.844285714285715,27.962857142857143,70.25571428571429
North,2016-06-06,2016-06-12,15,0.0,0.0,0.0,9.587142857142856,27.604285714285716,77.68714285714285
North,2016-06-13,2016-06-19,15,0.0,0.0,0.0,5.702857142857143,26.284285714285716,78.10714285714286
North,2016-06-20,2016-06-26,15,0.0,1.0,0.0,6.032857142857144,25.428571428571427,79.81428571428572
North,2016-06-27,2016-07-03,15,0.0,0.0,0.0,5.24,26.52,79.13285714285713
North,2016-07-04,2016-07-10,15,0.0,0.0,0.0,9.959999999999999,25.95714285714286,81.05428571428571
North,2016-07-11,2016-07-17,15,0.0,0.0,0.0,5.42,24.66,85.15857142857142
