TL,TR,sCh,cCh,deaths,region_en,district
2016-12-19,2016-12-25,0.0,,0.0,South-West,Eyumodjock Health District
2016-12-19,2016-12-25,0.0,,0.0,South-West,Fontem Health District
2016-12-19,2016-12-25,0.0,,0.0,South-West,Konye Health District
2016-12-19,2016-12-25,0.0,,0.0,South-West,Kumba Health District
2016-12-19,2016-12-25,0.0,,0.0,South-West,Limbe Health District
2016-12-19,2016-12-25,0.0,,0.0,South-West,Mamfe Health District
2016-12-19,2016-12-25,0.0,,0.0,South-West,Mbonge Health District
2016-12-19,2016-12-25,0.0,,0.0,South-West,Mundemba Health District
2013-02-11,2013-02-17,0.0,,0.0,East,Ndelele Health District
2013-02-11,2013-02-17,0.0,,0.0,East,Nguelemendouka Health District
2013-02-11,2013-02-17,0.0,,0.0,East,Yokadouma Health District
2010-08-02,2010-08-08,0.0,,0.0,South-West,Nguti Health District
2010-08-02,2010-08-08,0.0,,0.0,South-West,Tiko Health District
2010-08-02,2010-08-08,0.0,,0.0,South-West,Tombel Health District
2010-08-02,2010-08-08,0.0,,0.0,South-West,Wabane Health District
2010-08-02,2010-08-08,0.0,,0.0,South,Ambam Health District
2010-08-02,2010-08-08,0.0,,0.0,South,Djoum Health District
2010-08-02,2010-08-08,0.0,,0.0,South,Ebolowa Health District
2010-08-02,2010-08-08,0.0,,0.0,South,Kribi Health District
2011-06-06,2011-06-12,0.0,,0.0,South,Djoum Health District
2011-06-06,2011-06-12,0.0,,0.0,South,Ebolowa Health District
2018-10-29,2018-11-04,0.0,,,Centre,Nkolbisson Health District
2018-10-29,2018-11-04,0.0,,,Adamawa,Banyo Health District
2018-10-29,2018-11-04,0.0,,,Adamawa,Meiganga Health District
2013-03-18,2013-03-24,0.0,,0.0,East,Doume Health District
2013-03-18,2013-03-24,0.0,,0.0,East,Garoua Boulai Health District
2013-03-18,2013-03-24,0.0,,0.0,East,Kette Health District
2013-03-18,2013-03-24,0.0,,0.0,East,Lomie Health District
2013-03-18,2013-03-24,0.0,,0.0,East,Mbang Health District
2013-03-18,2013-03-24,0.0,,0.0,East,Messamena Health District
2013-03-18,2013-03-24,0.0,,0.0,East,Moloundou Health District
2013-03-18,2013-03-24,0.0,,0.0,East,Ndelele Health District
2015-11-09,2015-11-15,0.0,,0.0,Far North,Kousseri Health District
2015-11-09,2015-11-15,0.0,,0.0,Far North,Koza Health District
2015-11-09,2015-11-15,0.0,,0.0,Far North,Maga Health District
2015-11-09,2015-11-15,0.0,,0.0,Far North,Makary Health District
2015-11-09,2015-11-15,0.0,,0.0,Far North,Meri Health District
2015-11-09,2015-11-15,0.0,,0.0,Far North,Mindif Health District
2015-11-09,2015-11-15,0.0,,0.0,Far North,Mogode Health District
2016-06-20,2016-06-26,0.0,,0.0,Centre,Ntui Health District
2016-06-20,2016-06-26,0.0,,0.0,Centre,Obala Health District
2016-06-20,2016-06-26,0.0,,0.0,Centre,Saa Health District
2013-01-14,2013-01-20,0.0,,0.0,Littoral,Yabassi Health District
2013-01-14,2013-01-20,0.0,,0.0,East,Abong Mbang Health District
2016-04-04,2016-04-10,0.0,,0.0,Centre,Mbalmayo Health District
2010-09-13,2010-09-19,0.0,,0.0,Adamawa,Meiganga Health District
2010-09-13,2010-09-19,0.0,,0.0,Adamawa,Ngaoundere Rural Health District
2010-09-13,2010-09-19,0.0,,0.0,Adamawa,Ngaoundere Urban Health District
2017-09-11,2017-09-17,0.0,,0.0,East,Abong Mbang Health District
2017-09-11,2017-09-17,0.0,,0.0,East,Batouri Health District
2017-09-11,2017-09-17,0.0,,0.0,East,Bertoua Health District
2017-09-11,2017-09-17,0.0,,0.0,East,Betare Oya Health District
2017-09-11,2017-09-17,0.0,,0.0,East,Doume Health District
2017-10-30,2017-11-05,0.0,,0.0,Far North,Kousseri Health District
2017-10-30,2017-11-05,0.0,,0.0,Far North,Mada Health District
2017-10-30,2017-11-05,0.0,,0.0,Far North,Maga Health District
2017-10-30,2017-11-05,0.0,,0.0,Far North,Makary Health District
2011-10-03,2011-10-09,5.0,,1.0,Far North,Kousseri Health District
2011-10-03,2011-10-09,37.0,,4.0,Far North,Mada Health District
2011-10-03,2011-10-09,0.0,,0.0,Centre,Akonolinga Health District
2011-10-03,2011-10-09,0.0,,0.0,Centre,Ayos Health District
2011-10-03,2011-10-09,0.0,,0.0,Centre,Ebebda Health District
2011-01-31,2011-02-06,0.0,,0.0,Far North,Mindif Health District
2011-01-31,2011-02-06,0.0,,0.0,Far North,Mogode Health District
2011-01-31,2011-02-06,0.0,,0.0,Far North,Mokolo Health District
2011-01-31,2011-02-06,0.0,,0.0,Far North,Mora Health District
2010-07-05,2010-07-11,0.0,,0.0,Centre,Akonolinga Health District
2010-07-05,2010-07-11,0.0,,0.0,Centre,Awae Health District
2010-07-05,2010-07-11,0.0,,0.0,Centre,Ayos Health District
2010-07-05,2010-07-11,0.0,,0.0,Centre,Bafia Health District
2010-07-05,2010-07-11,0.0,,0.0,Centre,Ebebda Health District
2015-09-14,2015-09-20,0.0,,0.0,North-West,Fundong Health District
2015-09-14,2015-09-20,0.0,,0.0,North-West,Kumbo East Health District
2015-09-14,2015-09-20,0.0,,0.0,North-West,Kumbo West Health District
2015-09-14,2015-09-20,0.0,,0.0,North-West,Mbengwi Health District
2015-09-14,2015-09-20,0.0,,0.0,North-West,Ndop Health District
2015-09-14,2015-09-20,0.0,,0.0,North-West,Ndu Health District
2015-09-14,2015-09-20,0.0,,0.0,North-West,Nkambe Health District
2018-02-26,2018-03-04,0.0,,,Far North,Kaele Health District
2018-02-26,2018-03-04,0.0,,,Far North,Kar Hay Health District
2018-02-26,2018-03-04,0.0,,,Far North,Kolofata Health District
2018-02-26,2018-03-04,0.0,,,Far North,Kousseri Health District
2018-02-26,2018-03-04,0.0,,,Far North,Koza Health District
2018-02-26,2018-03-04,0.0,,,Far North,Mada Health District
2018-02-26,2018-03-04,0.0,,,Far North,Maga Health District
2018-02-26,2018-03-04,0.0,,,Far North,Makary Health District
2018-02-26,2018-03-04,0.0,,,Far North,Maroua 1 Health District
2018-02-26,2018-03-04,0.0,,,Far North,Maroua 2 Health District
2018-02-26,2018-03-04,0.0,,,Far North,Maroua 3 Health District
2013-09-09,2013-09-15,0.0,,0.0,Centre,Akonolinga Health District
2013-09-09,2013-09-15,0.0,,0.0,Centre,Awae Health District
2019-01-07,2019-01-13,0.0,,0.0,Littoral,New Bell Health District
2019-01-07,2019-01-13,0.0,,0.0,Littoral,Ngambe Health District
2015-08-03,2015-08-09,0.0,,0.0,North,Rey Bouba Health District
2015-03-16,2015-03-22,0.0,,0.0,Far North,Goulfey Health District
2015-03-16,2015-03-22,0.0,,0.0,Far North,Guere Health District
2010-11-15,2010-11-21,0.0,,0.0,Adamawa,Djohong Health District
2010-11-15,2010-11-21,0.0,,0.0,Adamawa,Meiganga Health District
2010-11-15,2010-11-21,0.0,,0.0,Adamawa,Ngaoundere Rural Health District
2010-11-15,2010-11-21,0.0,,0.0,Adamawa,Ngaoundere Urban Health District
2013-01-14,2013-01-20,0.0,,0.0,East,Batouri Health District
2015-08-03,2015-08-09,0.0,,0.0,North,Tchollire Health District
2011-05-09,2011-05-15,0.0,,0.0,West,Bandja Health District
2019-01-07,2019-01-13,0.0,,,Littoral,Mbangue Health District
2019-01-07,2019-01-13,0.0,,,Littoral,Abo Health District
2019-01-07,2019-01-13,0.0,,,Littoral,Japoma Health District
2010-12-20,2010-12-26,0.0,,0.0,North-West,Kumbo West Health District
2013-01-14,2013-01-20,0.0,,0.0,East,Bertoua Health District
2018-07-23,2018-07-29,0.0,,,Far North,Maga Health District
2016-12-19,2016-12-25,0.0,,0.0,South-West,Muyuka Health District
2015-03-16,2015-03-22,0.0,,0.0,Far North,Guidiguis Health District
2019-01-07,2019-01-13,0.0,,0.0,East,Abong Mbang Health District
2016-12-19,2016-12-25,0.0,,0.0,South-West,Nguti Health District
2018-07-23,2018-07-29,0.0,,,Far North,Makary Health District
2017-07-10,2017-07-16,0.0,,0.0,Littoral,Melong Health District
2017-07-10,2017-07-16,0.0,,0.0,Littoral,Ndom Health District
2013-01-14,2013-01-20,0.0,,0.0,East,Doume Health District
2013-01-14,2013-01-20,0.0,,0.0,East,Garoua Boulai Health District
2015-03-16,2015-03-22,0.0,,0.0,Far North,Hina Health District
2015-03-16,2015-03-22,0.0,,0.0,Far North,Kaele Health District
2015-03-16,2015-03-22,0.0,,0.0,Far North,Kar Hay Health District
2015-03-16,2015-03-22,0.0,,0.0,Far North,Kolofata Health District
2015-03-16,2015-03-22,0.0,,0.0,Far North,Kousseri Health District
2010-05-31,2010-06-06,0.0,,0.0,Far North,Roua Health District
2019-01-07,2019-01-13,0.0,,0.0,East,Bertoua Health District
2019-01-07,2019-01-13,0.0,,0.0,East,Doume Health District
2010-12-20,2010-12-26,0.0,,0.0,North-West,Bamenda Health District
2010-12-20,2010-12-26,0.0,,0.0,North-West,Batibo Health District
2010-12-20,2010-12-26,0.0,,0.0,North-West,Benakuma Health District
2010-12-20,2010-12-26,0.0,,0.0,North-West,Fundong Health District
2010-12-20,2010-12-26,0.0,,0.0,North-West,Kumbo East Health District
2010-05-31,2010-06-06,0.0,,0.0,Far North,Tokombere Health District
2019-01-07,2019-01-13,0.0,,0.0,East,Yokadouma Health District
2019-01-07,2019-01-13,0.0,,0.0,Far North,Bourha Health District
2019-01-07,2019-01-13,0.0,,0.0,Far North,Guere Health District
2018-02-26,2018-03-04,0.0,,,Far North,Meri Health District
2018-02-26,2018-03-04,0.0,,,Far North,Mindif Health District
2018-02-26,2018-03-04,0.0,,,Far North,Mogode Health District
2017-10-30,2017-11-05,0.0,,0.0,Far North,Roua Health District
2017-03-27,2017-04-02,0.0,,0.0,West,Bandja Health District
2017-03-27,2017-04-02,0.0,,0.0,West,Bandjoun Health District
2013-11-04,2013-11-10,0.0,,0.0,Centre,Nanga Eboko Health District
2010-03-29,2010-04-04,0.0,,0.0,West,Santchou Health District
2014-09-29,2014-10-05,0.0,,0.0,North-West,Fundong Health District
2010-10-18,2010-10-24,6.0,,0.0,Far North,Mokolo Health District
2019-01-07,2019-01-13,0.0,,0.0,Far North,Guidiguis Health District
2019-01-07,2019-01-13,0.0,,0.0,Far North,Hina Health District
2019-01-07,2019-01-13,0.0,,0.0,Far North,Kaele Health District
2014-01-13,2014-01-19,0.0,,0.0,Adamawa,Ngaoundere Rural Health District
2015-03-16,2015-03-22,0.0,,0.0,Far North,Koza Health District
2016-05-02,2016-05-08,0.0,,0.0,Far North,Meri Health District
2016-05-02,2016-05-08,0.0,,0.0,Far North,Mindif Health District
2013-10-07,2013-10-13,0.0,,0.0,Centre,Ngog Mapubi Health District
2013-10-07,2013-10-13,0.0,,0.0,Centre,Ngoumou Health District
2010-01-25,2010-01-31,0.0,,0.0,Centre,Esse Health District
2016-01-04,2016-01-10,0.0,,0.0,Far North,Moulvoudaye Health District
2013-12-02,2013-12-08,0.0,,0.0,Far North,Koza Health District
2019-01-07,2019-01-13,0.0,,0.0,Far North,Kousseri Health District
2019-01-07,2019-01-13,0.0,,0.0,Far North,Koza Health District
2015-09-14,2015-09-20,0.0,,0.0,North-West,Santa Health District
2011-08-29,2011-09-04,0.0,,0.0,North-West,Njikwa Health District
2015-09-14,2015-09-20,0.0,,0.0,North-West,Tubah Health District
2015-09-14,2015-09-20,0.0,,0.0,North-West,Wum Health District
2015-09-14,2015-09-20,0.0,,0.0,North,Bibemi Health District
2013-03-18,2013-03-24,0.0,,0.0,East,Nguelemendouka Health District
2013-03-18,2013-03-24,0.0,,0.0,East,Yokadouma Health District
2017-07-10,2017-07-16,0.0,,0.0,Littoral,Nkondjock Health District
2015-01-26,2015-02-01,0.0,,0.0,Littoral,Edea Health District
2015-05-04,2015-05-10,0.0,,0.0,Far North,Maga Health District
2013-01-14,2013-01-20,0.0,,0.0,East,Kette Health District
2013-01-14,2013-01-20,0.0,,0.0,East,Lomie Health District
2010-08-02,2010-08-08,0.0,,0.0,South,Lolodorf Health District
2010-05-31,2010-06-06,0.0,,0.0,Far North,Yagoua Health District
2015-08-03,2015-08-09,0.0,,0.0,Littoral,Edea Health District
2017-07-10,2017-07-16,0.0,,0.0,Littoral,Nkongsamba Health District
2017-07-10,2017-07-16,0.0,,0.0,Littoral,Nylon Health District
2017-07-10,2017-07-16,0.0,,0.0,Littoral,Pouma Health District
2017-07-10,2017-07-16,0.0,,0.0,Littoral,Yabassi Health District
2017-07-10,2017-07-16,0.0,,0.0,East,Abong Mbang Health District
2015-05-04,2015-05-10,0.0,,0.0,Far North,Makary Health District
2014-09-29,2014-10-05,0.0,,0.0,North-West,Kumbo East Health District
2014-09-29,2014-10-05,0.0,,0.0,North-West,Kumbo West Health District
2014-06-23,2014-06-29,0.0,,0.0,Far North,Mada Health District
2013-04-22,2013-04-28,0.0,,0.0,Centre,Elig Mfomo Health District
2014-06-23,2014-06-29,0.0,,0.0,Far North,Maga Health District
2018-02-26,2018-03-04,0.0,,,Centre,Akonolinga Health District
2014-02-17,2014-02-23,0.0,,0.0,Littoral,Loum Health District
2018-02-26,2018-03-04,0.0,,,Centre,Awae Health District
2018-02-26,2018-03-04,0.0,,,Centre,Ayos Health District
2014-02-17,2014-02-23,0.0,,0.0,Littoral,Manjo Health District
2018-02-26,2018-03-04,0.0,,,Centre,Bafia Health District
2013-09-09,2013-09-15,0.0,,0.0,Centre,Ebebda Health District
2013-09-09,2013-09-15,0.0,,0.0,Centre,Efoulan Health District
2013-09-09,2013-09-15,0.0,,0.0,Centre,Eseka Health District
2016-10-03,2016-10-09,0.0,,0.0,Adamawa,Meiganga Health District
2016-10-03,2016-10-09,0.0,,0.0,Adamawa,Ngaoundal Health District
2016-10-03,2016-10-09,0.0,,0.0,Adamawa,Ngaoundere Rural Health District
2016-10-03,2016-10-09,0.0,,0.0,Adamawa,Ngaoundere Urban Health District
2010-08-02,2010-08-08,0.0,,0.0,South,Meyomessala Health District
2011-05-09,2011-05-15,0.0,,0.0,West,Kekem Health District
2011-05-09,2011-05-15,0.0,,0.0,West,Malantouen Health District
2011-05-09,2011-05-15,0.0,,0.0,West,Massangam Health District
2011-05-09,2011-05-15,0.0,,0.0,West,Mbouda Health District
2011-01-31,2011-02-06,0.0,,0.0,Far North,Pette Health District
2011-01-31,2011-02-06,0.0,,0.0,Far North,Roua Health District
2016-02-29,2016-03-06,0.0,,0.0,Far North,Vele Health District
2016-02-29,2016-03-06,0.0,,0.0,Far North,Yagoua Health District
2016-02-29,2016-03-06,0.0,,0.0,Centre,Akonolinga Health District
2016-02-29,2016-03-06,0.0,,0.0,Centre,Awae Health District
2016-02-29,2016-03-06,0.0,,0.0,Centre,Ayos Health District
2016-02-29,2016-03-06,0.0,,0.0,Centre,Bafia Health District
2016-02-29,2016-03-06,0.0,,0.0,Centre,Ebebda Health District
2016-02-29,2016-03-06,0.0,,0.0,Centre,Efoulan Health District
2013-06-10,2013-06-16,0.0,,0.0,South-West,Konye Health District
2014-08-11,2014-08-17,0.0,,0.0,North-West,Wum Health District
2014-08-11,2014-08-17,0.0,,,North-West,Oku Health District
2014-08-11,2014-08-17,0.0,,0.0,North,Garoua 1 Health District
2011-06-06,2011-06-12,0.0,,0.0,West,Bafang Health District
2011-06-06,2011-06-12,0.0,,0.0,West,Baham Health District
2011-06-06,2011-06-12,0.0,,0.0,West,Bamendjou Health District
2013-05-20,2013-05-26,0.0,,0.0,Centre,Nanga Eboko Health District
2013-05-20,2013-05-26,0.0,,0.0,Centre,Ndikinimeki Health District
2013-05-20,2013-05-26,0.0,,0.0,Centre,Ngog Mapubi Health District
2014-03-31,2014-04-06,0.0,,0.0,North-West,Kumbo West Health District
2014-03-31,2014-04-06,0.0,,0.0,North-West,Mbengwi Health District
2014-03-31,2014-04-06,0.0,,0.0,North-West,Ndop Health District
2014-03-31,2014-04-06,0.0,,0.0,North-West,Ndu Health District
2015-08-03,2015-08-09,0.0,,0.0,Littoral,Logbaba Health District
2010-04-26,2010-05-02,0.0,,0.0,North-West,Benakuma Health District
2013-04-22,2013-04-28,0.0,,0.0,Centre,Esse Health District
2013-04-22,2013-04-28,0.0,,0.0,Centre,Evodoula Health District
2016-12-19,2016-12-25,0.0,,0.0,South,Lolodorf Health District
2016-12-19,2016-12-25,0.0,,0.0,South,Meyomessala Health District
2016-12-19,2016-12-25,0.0,,0.0,South,Mvangan Health District
2016-12-19,2016-12-25,0.0,,0.0,South,Olamze Health District
2016-12-19,2016-12-25,0.0,,0.0,South,Sangmelima Health District
2016-12-19,2016-12-25,0.0,,0.0,South,Zoetele Health District
2016-12-19,2016-12-25,0.0,,0.0,West,Bafang Health District
2016-12-19,2016-12-25,0.0,,0.0,West,Baham Health District
2016-12-19,2016-12-25,0.0,,0.0,West,Bamendjou Health District
2014-11-17,2014-11-23,0.0,,0.0,East,Garoua Boulai Health District
2014-11-17,2014-11-23,0.0,,0.0,East,Kette Health District
2015-03-16,2015-03-22,0.0,,0.0,Far North,Makary Health District
2015-03-16,2015-03-22,0.0,,0.0,Far North,Meri Health District
2015-03-16,2015-03-22,0.0,,0.0,Far North,Mindif Health District
2015-03-16,2015-03-22,0.0,,0.0,Far North,Mogode Health District
2015-03-16,2015-03-22,0.0,,0.0,Far North,Mokolo Health District
2016-01-04,2016-01-10,0.0,,0.0,Far North,Pette Health District
2013-08-12,2013-08-18,0.0,,0.0,Centre,Evodoula Health District
2013-08-12,2013-08-18,0.0,,0.0,Centre,Mbalmayo Health District
2013-08-12,2013-08-18,0.0,,0.0,Centre,Mbandjock Health District
2019-01-07,2019-01-13,0.0,,0.0,Far North,Mada Health District
2019-01-07,2019-01-13,0.0,,0.0,Far North,Maga Health District
2019-01-07,2019-01-13,0.0,,0.0,Far North,Makary Health District
2013-10-07,2013-10-13,0.0,,0.0,Centre,Obala Health District
2013-10-07,2013-10-13,0.0,,0.0,Centre,Okola Health District
2013-10-07,2013-10-13,0.0,,0.0,Centre,Saa Health District
2015-11-09,2015-11-15,0.0,,0.0,Far North,Moulvoudaye Health District
2015-11-09,2015-11-15,0.0,,0.0,Far North,Moutourwa Health District
2015-11-09,2015-11-15,0.0,,0.0,Far North,Pette Health District
2015-11-09,2015-11-15,0.0,,0.0,Far North,Roua Health District
2015-11-09,2015-11-15,0.0,,0.0,Far North,Tokombere Health District
2015-11-09,2015-11-15,0.0,,0.0,Far North,Vele Health District
2015-11-09,2015-11-15,0.0,,0.0,Far North,Yagoua Health District
2018-07-23,2018-07-29,0.0,,,Far North,Mogode Health District
2011-03-07,2011-03-13,0.0,,0.0,West,Kekem Health District
2017-10-30,2017-11-05,0.0,,0.0,Centre,Elig Mfomo Health District
2017-10-30,2017-11-05,0.0,,0.0,Centre,Eseka Health District
2017-10-30,2017-11-05,0.0,,0.0,Centre,Esse Health District
2013-11-04,2013-11-10,0.0,,0.0,Centre,Ndikinimeki Health District
2017-07-10,2017-07-16,0.0,,0.0,East,Batouri Health District
2017-07-10,2017-07-16,0.0,,0.0,East,Bertoua Health District
2017-07-10,2017-07-16,0.0,,0.0,East,Betare Oya Health District
2017-07-10,2017-07-16,0.0,,0.0,East,Doume Health District
2010-04-26,2010-05-02,0.0,,0.0,North-West,Fundong Health District
2017-03-27,2017-04-02,0.0,,0.0,West,Foumban Health District
2017-03-27,2017-04-02,0.0,,0.0,West,Foumbot Health District
2017-03-27,2017-04-02,0.0,,0.0,West,Galim Health District
2013-02-11,2013-02-17,0.0,,0.0,Far North,Kolofata Health District
2013-02-11,2013-02-17,0.0,,0.0,Far North,Kousseri Health District
2013-02-11,2013-02-17,0.0,,0.0,Far North,Koza Health District
2015-08-03,2015-08-09,0.0,,0.0,Littoral,Manjo Health District
2015-08-03,2015-08-09,0.0,,0.0,Littoral,Manoka Health District
2015-08-03,2015-08-09,0.0,,0.0,Littoral,Mbanga Health District
2015-08-03,2015-08-09,0.0,,0.0,Littoral,Melong Health District
2015-08-03,2015-08-09,0.0,,0.0,Littoral,Ndom Health District
2016-10-03,2016-10-09,0.0,,0.0,Adamawa,Tignere Health District
2015-01-26,2015-02-01,0.0,,0.0,Littoral,Mbanga Health District
2014-06-23,2014-06-29,0.0,,0.0,Far North,Makary Health District
2014-06-23,2014-06-29,0.0,,0.0,Far North,Meri Health District
2011-04-04,2011-04-10,4.0,,0.0,West,Foumbot Health District
2011-04-04,2011-04-10,18.0,,0.0,West,Foumban Health District
2011-04-04,2011-04-10,0.0,,0.0,North-West,Ako Health District
2010-11-08,2010-11-14,0.0,,0.0,South-West,Bakassi Health District
2015-09-14,2015-09-20,0.0,,0.0,North,Figuil Health District
2010-11-08,2010-11-14,0.0,,0.0,South-West,Bangem Health District
2010-11-08,2010-11-14,0.0,,0.0,South-West,Ekondo Titi Health District
2018-07-23,2018-07-29,0.0,,,Far North,Roua Health District
2018-07-23,2018-07-29,0.0,,,Far North,Tokombere Health District
2018-07-23,2018-07-29,0.0,,,Centre,Lolodorf Health District
2010-04-19,2010-04-25,0.0,,0.0,West,Foumban Health District
2010-04-19,2010-04-25,0.0,,0.0,West,Foumbot Health District
2014-12-29,2015-01-04,0.0,,0.0,Adamawa,Tibati Health District
2018-07-23,2018-07-29,0.0,,,Centre,Mbankomo Health District
2018-07-23,2018-07-29,0.0,,,Centre,Mfou Health District
2018-07-23,2018-07-29,0.0,,,Centre,Monatele Health District
2018-07-23,2018-07-29,0.0,,,Centre,Nanga Eboko Health District
2018-07-23,2018-07-29,0.0,,,Centre,Ndikinimeki Health District
2018-07-23,2018-07-29,0.0,,,Centre,Ngog Mapubi Health District
2018-07-23,2018-07-29,0.0,,,Centre,Ngoumou Health District
2016-07-18,2016-07-24,0.0,,0.0,East,Lomie Health District
2016-07-18,2016-07-24,0.0,,0.0,East,Mbang Health District
2010-11-08,2010-11-14,0.0,,0.0,South-West,Fontem Health District
2013-01-14,2013-01-20,0.0,,0.0,East,Messamena Health District
2011-10-03,2011-10-09,0.0,,0.0,Centre,Mbandjock Health District
2013-01-14,2013-01-20,0.0,,0.0,East,Moloundou Health District
2016-12-19,2016-12-25,0.0,,0.0,West,Bandjoun Health District
2010-08-30,2010-09-05,0.0,,0.0,Far North,Moutourwa Health District
2015-05-04,2015-05-10,0.0,,0.0,Far North,Mogode Health District
2017-07-10,2017-07-16,0.0,,0.0,East,Kette Health District
2010-11-08,2010-11-14,0.0,,0.0,South-West,Konye Health District
2012-08-27,2012-09-02,0.0,,0.0,West,Foumban Health District
2019-01-07,2019-01-13,0.0,,0.0,Far North,Mokolo Health District
2018-02-26,2018-03-04,0.0,,,Centre,Eseka Health District
2019-01-07,2019-01-13,0.0,,0.0,Far North,Moulvoudaye Health District
2018-02-26,2018-03-04,0.0,,,Centre,Lolodorf Health District
2019-01-07,2019-01-13,0.0,,0.0,Far North,Pette Health District
2012-10-08,2012-10-14,0.0,,0.0,Far North,Goulfey Health District
2012-10-08,2012-10-14,0.0,,0.0,Far North,Guere Health District
2013-06-10,2013-06-16,0.0,,0.0,South-West,Mundemba Health District
2018-07-23,2018-07-29,0.0,,,Centre,Ntui Health District
2014-01-06,2014-01-12,0.0,,0.0,South-West,Bangem Health District
2014-02-17,2014-02-23,0.0,,0.0,Littoral,New Bell Health District
2011-10-03,2011-10-09,0.0,,0.0,Centre,Mbankomo Health District
2015-01-26,2015-02-01,0.0,,0.0,Littoral,Ndom Health District
2015-11-09,2015-11-15,0.0,,0.0,Centre,Akonolinga Health District
2012-10-08,2012-10-14,0.0,,0.0,Far North,Guidiguis Health District
2010-07-26,2010-08-01,0.0,,0.0,North,Bibemi Health District
2011-10-03,2011-10-09,0.0,,0.0,Centre,Mfou Health District
2011-10-03,2011-10-09,0.0,,0.0,Centre,Monatele Health District
2015-01-26,2015-02-01,0.0,,0.0,Littoral,New Bell Health District
2013-09-09,2013-09-15,0.0,,0.0,Centre,Esse Health District
2013-09-09,2013-09-15,0.0,,0.0,Centre,Evodoula Health District
2014-05-12,2014-05-18,10.0,,1.0,Far North,Bourha Health District
2018-02-26,2018-03-04,0.0,,,Centre,Mbankomo Health District
2016-09-26,2016-10-02,0.0,,0.0,South-West,Buea Health District
2016-09-26,2016-10-02,0.0,,0.0,South-West,Ekondo Titi Health District
2013-08-12,2013-08-18,0.0,,0.0,Centre,Mbankomo Health District
2017-03-27,2017-04-02,0.0,,0.0,West,Massangam Health District
2011-01-31,2011-02-06,0.0,,0.0,Far North,Vele Health District
2013-02-11,2013-02-17,0.0,,0.0,Far North,Mada Health District
2018-07-23,2018-07-29,0.0,,,Centre,Okola Health District
2011-03-07,2011-03-13,0.0,,0.0,West,Penka Michel Health District
2019-01-07,2019-01-13,0.0,,0.0,Far North,Yagoua Health District
2015-08-03,2015-08-09,0.0,,0.0,Littoral,Pouma Health District
2015-08-03,2015-08-09,0.0,,0.0,Littoral,Yabassi Health District
2016-02-29,2016-03-06,0.0,,0.0,Centre,Eseka Health District
2016-12-19,2016-12-25,0.0,,0.0,West,Batcham Health District
2015-11-09,2015-11-15,0.0,,0.0,Centre,Awae Health District
2015-11-09,2015-11-15,0.0,,0.0,Centre,Ayos Health District
2016-07-18,2016-07-24,0.0,,0.0,East,Nguelemendouka Health District
2016-07-18,2016-07-24,0.0,,0.0,East,Yokadouma Health District
2019-01-07,2019-01-13,0.0,,0.0,Centre,Akonolinga Health District
2010-08-30,2010-09-05,1.0,,0.0,Far North,Pette Health District
2010-08-30,2010-09-05,3.0,,0.0,Far North,Hina Health District
2014-06-23,2014-06-29,0.0,,0.0,Far North,Mokolo Health District
2013-01-14,2013-01-20,0.0,,0.0,East,Nguelemendouka Health District
2013-12-02,2013-12-08,0.0,,0.0,Far North,Mindif Health District
2014-03-31,2014-04-06,0.0,,0.0,North-West,Njikwa Health District
2016-01-04,2016-01-10,0.0,,0.0,Centre,Ebebda Health District
2013-06-10,2013-06-16,0.0,,0.0,South-West,Tombel Health District
2013-06-10,2013-06-16,0.0,,0.0,South-West,Wabane Health District
2017-07-10,2017-07-16,0.0,,0.0,East,Ndelele Health District
2016-05-02,2016-05-08,0.0,,0.0,Far North,Tokombere Health District
2012-10-08,2012-10-14,0.0,,0.0,Far North,Kaele Health District
2013-03-18,2013-03-24,0.0,,0.0,Far North,Guidiguis Health District
2013-03-18,2013-03-24,0.0,,0.0,Far North,Hina Health District
2011-04-04,2011-04-10,0.0,,0.0,North-West,Bamenda Health District
2015-08-03,2015-08-09,0.0,,0.0,East,Abong Mbang Health District
2013-11-04,2013-11-10,0.0,,0.0,Centre,Obala Health District
2018-07-23,2018-07-29,0.0,,,Centre,Saa Health District
2010-02-22,2010-02-28,0.0,,0.0,South-West,Tiko Health District
2010-10-04,2010-10-10,0.0,,0.0,West,Bangourain Health District
2010-12-20,2010-12-26,0.0,,0.0,North-West,Santa Health District
2010-12-20,2010-12-26,0.0,,0.0,North-West,Tubah Health District
2010-12-20,2010-12-26,0.0,,0.0,North-West,Wum Health District
2010-12-20,2010-12-26,0.0,,0.0,North,Bibemi Health District
2013-09-09,2013-09-15,0.0,,0.0,Centre,Mbandjock Health District
2011-07-18,2011-07-24,0.0,,0.0,Far North,Hina Health District
2017-07-10,2017-07-16,0.0,,0.0,East,Nguelemendouka Health District
2017-07-10,2017-07-16,0.0,,0.0,East,Yokadouma Health District
2014-08-11,2014-08-17,0.0,,0.0,North,Poli Health District
2011-03-07,2011-03-13,2.0,,0.0,West,Mifi Health District
2011-05-09,2011-05-15,1.0,,0.0,West,Foumban Health District
2010-06-21,2010-06-27,0.0,,0.0,West,Mbouda Health District
2018-02-26,2018-03-04,0.0,,,Centre,Ngoumou Health District
2018-02-26,2018-03-04,0.0,,,Centre,Ntui Health District
2014-01-06,2014-01-12,0.0,,0.0,South-West,Ekondo Titi Health District
2014-09-29,2014-10-05,0.0,,0.0,North-West,Tubah Health District
