Index,Location,TL,TR,deaths,sCh,cCh,CFR,reporting_date,source_index,source,confidence_weight,processing_notes,source_database,delete_flag,region_en,region_fr
86294,AFR::CMR,2019-03-18,2019-03-24,1.0,5.0,,20.0,2019-03-24,2,JHU Cholera Database (UID: 5103),0.95,"Converted from JHU database. Primary: True, Phantom: False - JHU reported 5 cases, 1 deaths",JHU,0,,
86295,AFR::CMR,2019-03-25,2019-03-31,,8.0,,,2019-03-31,2,JHU Cholera Database (UID: 5103),0.95,"Converted from JHU database. Primary: True, Phantom: False - JHU reported 8 cases",JHU,0,,
86296,AFR::CMR,2019-04-01,2019-04-07,,1.0,,,2019-04-07,2,JHU Cholera Database (UID: 5103),0.95,"Converted from JHU database. Primary: True, Phantom: False - JHU reported 1 cases",JHU,0,,
86297,AFR::CMR,2019-04-08,2019-04-14,,3.0,,,2019-04-14,2,JHU Cholera Database (UID: 5103),0.95,"Converted from JHU database. Primary: True, Phantom: False - JHU reported 3 cases",JHU,0,,
86298,AFR::CMR,2019-04-15,2019-04-21,,1.0,,,2019-04-21,2,JHU Cholera Database (UID: 5103),0.95,"Converted from JHU database. Primary: True, Phantom: False - JHU reported 1 cases",JHU,0,,
86299,AFR::CMR,2019-04-22,2019-04-28,,7.0,,,2019-04-28,2,JHU Cholera Database (UID: 5103),0.95,"Converted from JHU database. Primary: True, Phantom: False - JHU reported 7 cases",JHU,0,,
86300,AFR::CMR,2019-04-29,2019-05-05,,5.0,,,2019-05-05,2,JHU Cholera Database (UID: 5103),0.95,"Converted from JHU database. Primary: True, Phantom: False - JHU reported 5 cases",JHU,0,,
86301,AFR::CMR,2019-05-06,2019-05-12,,2.0,,,2019-05-12,2,JHU Cholera Database (UID: 5103),0.95,"Converted from JHU database. Primary: True, Phantom: False - JHU reported 2 cases",JHU,0,,
86302,AFR::CMR,2019-05-13,2019-05-19,,0.0,,,2019-05-19,2,JHU Cholera Database (UID: 5103),0.95,"Converted from JHU database. Primary: True, Phantom: False - JHU reported 0 cases",JHU,0,,
86303,AFR::CMR,2019-05-20,2019-05-26,,3.0,,,2019-05-26,2,JHU Cholera Database (UID: 5103),0.95,"Converted from JHU database. Primary: True, Phantom: False - JHU reported 3 cases",JHU,0,,
86304,AFR::CMR,2019-05-27,2019-06-02,,6.0,,,2019-06-02,2,JHU Cholera Database (UID: 5103),0.95,"Converted from JHU database. Primary: True, Phantom: False - JHU reported 6 cases",JHU,0,,
86305,AFR::CMR,2019-06-03,2019-06-09,,6.0,,,2019-06-09,2,JHU Cholera Database (UID: 5103),0.95,"Converted from JHU database. Primary: True, Phantom: False - JHU reported 6 cases",JHU,0,,
86306,AFR::CMR,2019-06-17,2019-06-23,7.0,7.0,,100.0,2019-06-23,2,JHU Cholera Database (UID: 5103),0.95,"Converted from JHU database. Primary: True, Phantom: False - JHU reported 7 cases, 7 deaths",JHU,0,,
86307,AFR::CMR,2019-06-24,2019-06-30,,26.0,,,2019-06-30,2,JHU Cholera Database (UID: 5103),0.95,"Converted from JHU database. Primary: True, Phantom: False - JHU reported 26 cases",JHU,0,,
86308,AFR::CMR,2019-07-01,2019-07-07,6.0,23.0,,26.1,2019-07-07,2,JHU Cholera Database (UID: 5103),0.95,"Converted from JHU database. Primary: True, Phantom: False - JHU reported 23 cases, 6 deaths",JHU,0,,
86309,AFR::CMR,2019-07-08,2019-07-14,,21.0,,,2019-07-14,2,JHU Cholera Database (UID: 5103),0.95,"Converted from JHU database. Primary: True, Phantom: False - JHU reported 21 cases",JHU,0,,
86310,AFR::CMR,2019-07-15,2019-07-21,,29.0,,,2019-07-21,2,JHU Cholera Database (UID: 5103),0.95,"Converted from JHU database. Primary: True, Phantom: False - JHU reported 29 cases",JHU,0,,
86311,AFR::CMR,2019-07-22,2019-07-28,1.0,43.0,,2.3,2019-07-28,2,JHU Cholera Database (UID: 5103),0.95,"Converted from JHU database. Primary: True, Phantom: False - JHU reported 43 cases, 1 deaths",JHU,0,,
86312,AFR::CMR,2019-07-29,2019-08-04,1.0,35.0,,2.9,2019-08-04,2,JHU Cholera Database (UID: 5103),0.95,"Converted from JHU database. Primary: True, Phantom: False - JHU reported 35 cases, 1 deaths",JHU,0,,
86313,AFR::CMR,2019-08-05,2019-08-11,1.0,33.0,,3.0,2019-08-11,2,JHU Cholera Database (UID: 5103),0.95,"Converted from JHU database. Primary: True, Phantom: False - JHU reported 33 cases, 1 deaths",JHU,0,,
86314,AFR::CMR,2019-08-12,2019-08-18,,28.0,,,2019-08-18,2,JHU Cholera Database (UID: 5103),0.95,"Converted from JHU database. Primary: True, Phantom: False - JHU reported 28 cases",JHU,0,,
86315,AFR::CMR,2019-08-19,2019-08-25,,10.0,,,2019-08-25,2,JHU Cholera Database (UID: 5103),0.95,"Converted from JHU database. Primary: True, Phantom: False - JHU reported 10 cases",JHU,0,,
86316,AFR::CMR,2019-08-26,2019-09-01,,32.0,,,2019-09-01,2,JHU Cholera Database (UID: 5103),0.95,"Converted from JHU database. Primary: True, Phantom: False - JHU reported 32 cases",JHU,0,,
86317,AFR::CMR,2019-09-02,2019-09-08,5.0,32.0,,15.6,2019-09-08,2,JHU Cholera Database (UID: 5103),0.95,"Converted from JHU database. Primary: True, Phantom: False - JHU reported 32 cases, 5 deaths",JHU,0,,
86318,AFR::CMR,2019-09-09,2019-09-15,,16.0,,,2019-09-15,2,JHU Cholera Database (UID: 5103),0.95,"Converted from JHU database. Primary: True, Phantom: False - JHU reported 16 cases",JHU,0,,
86319,AFR::CMR,2019-09-16,2019-09-22,,20.0,,,2019-09-22,2,JHU Cholera Database (UID: 5103),0.95,"Converted from JHU database. Primary: True, Phantom: False - JHU reported 20 cases",JHU,0,,
86320,AFR::CMR,2019-09-23,2019-09-29,2.0,28.0,,7.1,2019-09-29,2,JHU Cholera Database (UID: 5103),0.95,"Converted from JHU database. Primary: True, Phantom: False - JHU reported 28 cases, 2 deaths",JHU,0,,
86321,AFR::CMR,2019-09-30,2019-10-06,,10.0,,,2019-10-06,2,JHU Cholera Database (UID: 5103),0.95,"Converted from JHU database. Primary: True, Phantom: False - JHU reported 10 cases",JHU,0,,
86322,AFR::CMR,2019-10-07,2019-10-13,,42.0,,,2019-10-13,2,JHU Cholera Database (UID: 5103),0.95,"Converted from JHU database. Primary: True, Phantom: False - JHU reported 42 cases",JHU,0,,
86323,AFR::CMR,2019-10-14,2019-10-20,,6.0,,,2019-10-20,2,JHU Cholera Database (UID: 5103),0.95,"Converted from JHU database. Primary: True, Phantom: False - JHU reported 6 cases",JHU,0,,
86324,AFR::CMR,2019-10-21,2019-10-27,,31.0,,,2019-10-27,2,JHU Cholera Database (UID: 5103),0.95,"Converted from JHU database. Primary: True, Phantom: False - JHU reported 31 cases",JHU,0,,
86325,AFR::CMR,2019-10-28,2019-11-03,,17.0,,,2019-11-03,2,JHU Cholera Database (UID: 5103),0.95,"Converted from JHU database. Primary: True, Phantom: False - JHU reported 17 cases",JHU,0,,
86326,AFR::CMR,2019-11-04,2019-11-10,1.0,6.0,,16.7,2019-11-10,2,JHU Cholera Database (UID: 5103),0.95,"Converted from JHU database. Primary: True, Phantom: False - JHU reported 6 cases, 1 deaths",JHU,0,,
86327,AFR::CMR,2019-11-11,2019-11-17,5.0,101.0,,5.0,2019-11-17,2,JHU Cholera Database (UID: 5103),0.95,"Converted from JHU database. Primary: True, Phantom: False - JHU reported 101 cases, 5 deaths",JHU,0,,
86328,AFR::CMR,2019-11-18,2019-11-24,5.0,37.0,,13.5,2019-11-24,2,JHU Cholera Database (UID: 5103),0.95,"Converted from JHU database. Primary: True, Phantom: False - JHU reported 37 cases, 5 deaths",JHU,0,,
86329,AFR::CMR,2019-11-25,2019-12-01,3.0,70.0,,4.3,2019-12-01,2,JHU Cholera Database (UID: 5103),0.95,"Converted from JHU database. Primary: True, Phantom: False - JHU reported 70 cases, 3 deaths",JHU,0,,
86330,AFR::CMR,2019-12-02,2019-12-08,,29.0,,,2019-12-08,2,JHU Cholera Database (UID: 5103),0.95,"Converted from JHU database. Primary: True, Phantom: False - JHU reported 29 cases",JHU,0,,
86331,AFR::CMR,2019-12-09,2019-12-15,,125.0,,,2019-12-15,2,JHU Cholera Database (UID: 5103),0.95,"Converted from JHU database. Primary: True, Phantom: False - JHU reported 125 cases",JHU,0,,
86332,AFR::CMR,2019-12-16,2019-12-22,2.0,60.0,,3.3,2019-12-22,2,JHU Cholera Database (UID: 5103),0.95,"Converted from JHU database. Primary: True, Phantom: False - JHU reported 60 cases, 2 deaths",JHU,0,,
86333,AFR::CMR,2019-12-23,2019-12-29,,47.0,,,2019-12-29,2,JHU Cholera Database (UID: 5103),0.95,"Converted from JHU database. Primary: True, Phantom: False - JHU reported 47 cases",JHU,0,,
86334,AFR::CMR,2021-01-04,2021-01-10,,0.0,,,2021-01-10,2,JHU Cholera Database (UID: 5103),0.95,"Converted from JHU database. Primary: True, Phantom: False - JHU reported 0 cases",JHU,0,,
86335,AFR::CMR,2021-01-04,2021-07-04,1.0,10.0,,10.0,2021-07-04,2,JHU Cholera Database (UID: 5103),0.95,"Converted from JHU database. Primary: True, Phantom: False - JHU reported 10 cases, 1 deaths",JHU,0,,
86336,AFR::CMR,2021-01-11,2021-01-17,,0.0,,,2021-01-17,2,JHU Cholera Database (UID: 5103),0.95,"Converted from JHU database. Primary: True, Phantom: False - JHU reported 0 cases",JHU,0,,
86337,AFR::CMR,2021-01-18,2021-01-24,,0.0,,,2021-01-24,2,JHU Cholera Database (UID: 5103),0.95,"Converted from JHU database. Primary: True, Phantom: False - JHU reported 0 cases",JHU,0,,
86338,AFR::CMR,2021-01-25,2021-01-31,,10.0,,,2021-01-31,2,JHU Cholera Database (UID: 5103),0.95,"Converted from JHU database. Primary: True, Phantom: False - JHU reported 10 cases",JHU,0,,
86339,AFR::CMR,2021-02-01,2021-02-07,,0.0,,,2021-02-07,2,JHU Cholera Database (UID: 5103),0.95,"Converted from JHU database. Primary: True, Phantom: False - JHU reported 0 cases",JHU,0,,
86340,AFR::CMR,2021-02-08,2021-02-14,,0.0,,,2021-02-14,2,JHU Cholera Database (UID: 5103),0.95,"Converted from JHU database. Primary: True, Phantom: False - JHU reported 0 cases",JHU,0,,
86341,AFR::CMR,2021-02-15,2021-02-21,,10.0,,,2021-02-21,2,JHU Cholera Database (UID: 5103),0.95,"Converted from JHU database. Primary: True, Phantom: False - JHU reported 10 cases",JHU,0,,
86342,AFR::CMR,2021-02-22,2021-02-28,,10.0,,,2021-02-28,2,JHU Cholera Database (UID: 5103),0.95,"Converted from JHU database. Primary: True, Phantom: False - JHU reported 10 cases",JHU,0,,
86343,AFR::CMR,2021-03-01,2021-03-07,,0.0,,,2021-03-07,2,JHU Cholera Database (UID: 5103),0.95,"Converted from JHU database. Primary: True, Phantom: False - JHU reported 0 cases",JHU,0,,
86344,AFR::CMR,2021-03-08,2021-03-14,,0.0,,,2021-03-14,2,JHU Cholera Database (UID: 5103),0.95,"Converted from JHU database. Primary: True, Phantom: False - JHU reported 0 cases",JHU,0,,
86345,AFR::CMR,2021-03-15,2021-03-21,,0.0,,,2021-03-21,2,JHU Cholera Database (UID: 5103),0.95,"Converted from JHU database. Primary: True, Phantom: False - JHU reported 0 cases",JHU,0,,
86346,AFR::CMR,2021-03-22,2021-03-28,,0.0,,,2021-03-28,2,JHU Cholera Database (UID: 5103),0.95,"Converted from JHU database. Primary: True, Phantom: False - JHU reported 0 cases",JHU,0,,
86347,AFR::CMR,2021-03-29,2021-04-04,,0.0,,,2021-04-04,2,JHU Cholera Database (UID: 5103),0.95,"Converted from JHU database. Primary: True, Phantom: False - JHU reported 0 cases",JHU,0,,
86348,AFR::CMR,2021-04-05,2021-04-11,,0.0,,,2021-04-11,2,JHU Cholera Database (UID: 5103),0.95,"Converted from JHU database. Primary: True, Phantom: False - JHU reported 0 cases",JHU,0,,
86349,AFR::CMR,2021-04-12,2021-04-18,,0.0,,,2021-04-18,2,JHU Cholera Database (UID: 5103),0.95,"Converted from JHU database. Primary: True, Phantom: False - JHU reported 0 cases",JHU,0,,
86350,AFR::CMR,2021-04-19,2021-04-25,,0.0,,,2021-04-25,2,JHU Cholera Database (UID: 5103),0.95,"Converted from JHU database. Primary: True, Phantom: False - JHU reported 0 cases",JHU,0,,
86351,AFR::CMR,2021-04-26,2021-05-02,,0.0,,,2021-05-02,2,JHU Cholera Database (UID: 5103),0.95,"Converted from JHU database. Primary: True, Phantom: False - JHU reported 0 cases",JHU,0,,
86352,AFR::CMR,2021-05-03,2021-05-09,,0.0,,,2021-05-09,2,JHU Cholera Database (UID: 5103),0.95,"Converted from JHU database. Primary: True, Phantom: False - JHU reported 0 cases",JHU,0,,
86353,AFR::CMR,2021-05-10,2021-05-16,,0.0,,,2021-05-16,2,JHU Cholera Database (UID: 5103),0.95,"Converted from JHU database. Primary: True, Phantom: False - JHU reported 0 cases",JHU,0,,
86354,AFR::CMR,2021-05-17,2021-05-23,,0.0,,,2021-05-23,2,JHU Cholera Database (UID: 5103),0.95,"Converted from JHU database. Primary: True, Phantom: False - JHU reported 0 cases",JHU,0,,
86355,AFR::CMR,2021-05-24,2021-05-30,,0.0,,,2021-05-30,2,JHU Cholera Database (UID: 5103),0.95,"Converted from JHU database. Primary: True, Phantom: False - JHU reported 0 cases",JHU,0,,
86356,AFR::CMR,2021-05-31,2021-06-06,,0.0,,,2021-06-06,2,JHU Cholera Database (UID: 5103),0.95,"Converted from JHU database. Primary: True, Phantom: False - JHU reported 0 cases",JHU,0,,
86357,AFR::CMR,2021-06-07,2021-06-13,,0.0,,,2021-06-13,2,JHU Cholera Database (UID: 5103),0.95,"Converted from JHU database. Primary: True, Phantom: False - JHU reported 0 cases",JHU,0,,
86358,AFR::CMR,2021-06-14,2021-06-20,,0.0,,,2021-06-20,2,JHU Cholera Database (UID: 5103),0.95,"Converted from JHU database. Primary: True, Phantom: False - JHU reported 0 cases",JHU,0,,
86359,AFR::CMR,2021-06-21,2021-06-27,,0.0,,,2021-06-27,2,JHU Cholera Database (UID: 5103),0.95,"Converted from JHU database. Primary: True, Phantom: False - JHU reported 0 cases",JHU,0,,
86360,AFR::CMR,2021-06-28,2021-07-04,,0.0,,,2021-07-04,2,JHU Cholera Database (UID: 5103),0.95,"Converted from JHU database. Primary: True, Phantom: False - JHU reported 0 cases",JHU,0,,
86361,AFR::CMR,2021-07-05,2021-07-11,,0.0,,,2021-07-11,2,JHU Cholera Database (UID: 5103),0.95,"Converted from JHU database. Primary: True, Phantom: False - JHU reported 0 cases",JHU,0,,
86362,AFR::CMR,2021-07-12,2021-07-18,,10.0,,,2021-07-18,2,JHU Cholera Database (UID: 5103),0.95,"Converted from JHU database. Primary: True, Phantom: False - JHU reported 10 cases",JHU,0,,
86363,AFR::CMR,2021-07-19,2021-07-25,,0.0,,,2021-07-25,2,JHU Cholera Database (UID: 5103),0.95,"Converted from JHU database. Primary: True, Phantom: False - JHU reported 0 cases",JHU,0,,
86364,AFR::CMR,2021-07-26,2021-08-01,,0.0,,,2021-08-01,2,JHU Cholera Database (UID: 5103),0.95,"Converted from JHU database. Primary: True, Phantom: False - JHU reported 0 cases",JHU,0,,
86365,AFR::CMR,2021-08-02,2021-08-08,,0.0,,,2021-08-08,2,JHU Cholera Database (UID: 5103),0.95,"Converted from JHU database. Primary: True, Phantom: False - JHU reported 0 cases",JHU,0,,
86366,AFR::CMR,2021-08-09,2021-08-15,,0.0,,,2021-08-15,2,JHU Cholera Database (UID: 5103),0.95,"Converted from JHU database. Primary: True, Phantom: False - JHU reported 0 cases",JHU,0,,
86367,AFR::CMR,2021-08-16,2021-08-22,,0.0,,,2021-08-22,2,JHU Cholera Database (UID: 5103),0.95,"Converted from JHU database. Primary: True, Phantom: False - JHU reported 0 cases",JHU,0,,
86368,AFR::CMR,2021-08-23,2021-08-29,,0.0,,,2021-08-29,2,JHU Cholera Database (UID: 5103),0.95,"Converted from JHU database. Primary: True, Phantom: False - JHU reported 0 cases",JHU,0,,
86369,AFR::CMR,2021-08-30,2021-09-05,,0.0,,,2021-09-05,2,JHU Cholera Database (UID: 5103),0.95,"Converted from JHU database. Primary: True, Phantom: False - JHU reported 0 cases",JHU,0,,
86370,AFR::CMR,2021-09-06,2021-09-12,,2.0,,,2021-09-12,2,JHU Cholera Database (UID: 5103),0.95,"Converted from JHU database. Primary: True, Phantom: False - JHU reported 2 cases",JHU,0,,
86371,AFR::CMR,2021-09-13,2021-09-19,,10.0,,,2021-09-19,2,JHU Cholera Database (UID: 5103),0.95,"Converted from JHU database. Primary: True, Phantom: False - JHU reported 10 cases",JHU,0,,
86372,AFR::CMR,2021-09-20,2021-09-26,,0.0,,,2021-09-26,2,JHU Cholera Database (UID: 5103),0.95,"Converted from JHU database. Primary: True, Phantom: False - JHU reported 0 cases",JHU,0,,
86373,AFR::CMR,2021-09-27,2021-10-03,,0.0,,,2021-10-03,2,JHU Cholera Database (UID: 5103),0.95,"Converted from JHU database. Primary: True, Phantom: False - JHU reported 0 cases",JHU,0,,
86374,AFR::CMR,2021-10-04,2021-10-10,,0.0,,,2021-10-10,2,JHU Cholera Database (UID: 5103),0.95,"Converted from JHU database. Primary: True, Phantom: False - JHU reported 0 cases",JHU,0,,
86375,AFR::CMR,2021-10-11,2021-10-17,,10.0,,,2021-10-17,2,JHU Cholera Database (UID: 5103),0.95,"Converted from JHU database. Primary: True, Phantom: False - JHU reported 10 cases",JHU,0,,
86376,AFR::CMR,2021-10-18,2021-10-24,,10.0,,,2021-10-24,2,JHU Cholera Database (UID: 5103),0.95,"Converted from JHU database. Primary: True, Phantom: False - JHU reported 10 cases",JHU,0,,
86377,AFR::CMR,2021-10-25,2021-10-31,,10.0,,,2021-10-31,2,JHU Cholera Database (UID: 5103),0.95,"Converted from JHU database. Primary: True, Phantom: False - JHU reported 10 cases",JHU,0,,
86378,AFR::CMR,2021-11-01,2021-11-07,,84.0,,,2021-11-07,2,JHU Cholera Database (UID: 5103),0.95,"Converted from JHU database. Primary: True, Phantom: False - JHU reported 84 cases",JHU,0,,
86379,AFR::CMR,2021-11-08,2021-11-14,,34.0,,,2021-11-14,2,JHU Cholera Database (UID: 5103),0.95,"Converted from JHU database. Primary: True, Phantom: False - JHU reported 34 cases",JHU,0,,
86380,AFR::CMR,2021-11-15,2021-11-21,,30.0,,,2021-11-21,2,JHU Cholera Database (UID: 5103),0.95,"Converted from JHU database. Primary: True, Phantom: False - JHU reported 30 cases",JHU,0,,
86381,AFR::CMR,2021-11-22,2021-11-28,,20.0,,,2021-11-28,2,JHU Cholera Database (UID: 5103),0.95,"Converted from JHU database. Primary: True, Phantom: False - JHU reported 20 cases",JHU,0,,
86382,AFR::CMR,2021-11-29,2021-12-05,,30.0,,,2021-12-05,2,JHU Cholera Database (UID: 5103),0.95,"Converted from JHU database. Primary: True, Phantom: False - JHU reported 30 cases",JHU,0,,
86383,AFR::CMR,2021-12-06,2021-12-12,,108.0,,,2021-12-12,2,JHU Cholera Database (UID: 5103),0.95,"Converted from JHU database. Primary: True, Phantom: False - JHU reported 108 cases",JHU,0,,
86384,AFR::CMR,2021-12-13,2021-12-19,,64.0,,,2021-12-19,2,JHU Cholera Database (UID: 5103),0.95,"Converted from JHU database. Primary: True, Phantom: False - JHU reported 64 cases",JHU,0,,
86385,AFR::CMR,2021-12-20,2021-12-26,,230.0,,,2021-12-26,2,JHU Cholera Database (UID: 5103),0.95,"Converted from JHU database. Primary: True, Phantom: False - JHU reported 230 cases",JHU,0,,
86386,AFR::CMR,2021-12-27,2022-01-02,,192.0,,,2022-01-02,2,JHU Cholera Database (UID: 5103),0.95,"Converted from JHU database. Primary: True, Phantom: False - JHU reported 192 cases",JHU,0,,
86387,AFR::CMR,2022-01-03,2022-01-09,,94.0,,,2022-01-09,2,JHU Cholera Database (UID: 5103),0.95,"Converted from JHU database. Primary: True, Phantom: False - JHU reported 94 cases",JHU,0,,
86388,AFR::CMR,2022-01-03,2023-01-01,303.0,14029.0,,2.2,2023-01-01,2,JHU Cholera Database (UID: 5103),0.95,"Converted from JHU database. Primary: True, Phantom: False - JHU reported 14029 cases, 303 deaths",JHU,0,,
86389,AFR::CMR,2022-01-10,2022-01-16,,128.0,,,2022-01-16,2,JHU Cholera Database (UID: 5103),0.95,"Converted from JHU database. Primary: True, Phantom: False - JHU reported 128 cases",JHU,0,,
86390,AFR::CMR,2022-01-17,2022-01-23,,128.0,,,2022-01-23,2,JHU Cholera Database (UID: 5103),0.95,"Converted from JHU database. Primary: True, Phantom: False - JHU reported 128 cases",JHU,0,,
86391,AFR::CMR,2022-01-24,2022-01-30,,182.0,,,2022-01-30,2,JHU Cholera Database (UID: 5103),0.95,"Converted from JHU database. Primary: True, Phantom: False - JHU reported 182 cases",JHU,0,,
86392,AFR::CMR,2022-01-31,2022-02-06,,236.0,,,2022-02-06,2,JHU Cholera Database (UID: 5103),0.95,"Converted from JHU database. Primary: True, Phantom: False - JHU reported 236 cases",JHU,0,,
86393,AFR::CMR,2022-02-07,2022-02-13,,128.0,,,2022-02-13,2,JHU Cholera Database (UID: 5103),0.95,"Converted from JHU database. Primary: True, Phantom: False - JHU reported 128 cases",JHU,0,,
86394,AFR::CMR,2022-02-14,2022-02-20,,148.0,,,2022-02-20,2,JHU Cholera Database (UID: 5103),0.95,"Converted from JHU database. Primary: True, Phantom: False - JHU reported 148 cases",JHU,0,,
86395,AFR::CMR,2022-02-21,2022-02-27,,231.0,,,2022-02-27,2,JHU Cholera Database (UID: 5103),0.95,"Converted from JHU database. Primary: True, Phantom: False - JHU reported 231 cases",JHU,0,,
86396,AFR::CMR,2022-02-28,2022-03-06,,192.0,,,2022-03-06,2,JHU Cholera Database (UID: 5103),0.95,"Converted from JHU database. Primary: True, Phantom: False - JHU reported 192 cases",JHU,0,,
86397,AFR::CMR,2022-03-07,2022-03-13,,212.0,,,2022-03-13,2,JHU Cholera Database (UID: 5103),0.95,"Converted from JHU database. Primary: True, Phantom: False - JHU reported 212 cases",JHU,0,,
86398,AFR::CMR,2022-03-14,2022-03-20,,556.0,,,2022-03-20,2,JHU Cholera Database (UID: 5103),0.95,"Converted from JHU database. Primary: True, Phantom: False - JHU reported 556 cases",JHU,0,,
86399,AFR::CMR,2022-03-21,2022-03-27,,1403.0,,,2022-03-27,2,JHU Cholera Database (UID: 5103),0.95,"Converted from JHU database. Primary: True, Phantom: False - JHU reported 1403 cases",JHU,0,,
86400,AFR::CMR,2022-03-28,2022-04-03,,994.0,,,2022-04-03,2,JHU Cholera Database (UID: 5103),0.95,"Converted from JHU database. Primary: True, Phantom: False - JHU reported 994 cases",JHU,0,,
86401,AFR::CMR,2022-04-04,2022-04-10,,665.0,,,2022-04-10,2,JHU Cholera Database (UID: 5103),0.95,"Converted from JHU database. Primary: True, Phantom: False - JHU reported 665 cases",JHU,0,,
86402,AFR::CMR,2022-04-11,2022-04-17,,610.0,,,2022-04-17,2,JHU Cholera Database (UID: 5103),0.95,"Converted from JHU database. Primary: True, Phantom: False - JHU reported 610 cases",JHU,0,,
86403,AFR::CMR,2022-04-18,2022-04-24,,492.0,,,2022-04-24,2,JHU Cholera Database (UID: 5103),0.95,"Converted from JHU database. Primary: True, Phantom: False - JHU reported 492 cases",JHU,0,,
86404,AFR::CMR,2022-04-25,2022-05-01,,458.0,,,2022-05-01,2,JHU Cholera Database (UID: 5103),0.95,"Converted from JHU database. Primary: True, Phantom: False - JHU reported 458 cases",JHU,0,,
86405,AFR::CMR,2022-05-02,2022-05-08,,409.0,,,2022-05-08,2,JHU Cholera Database (UID: 5103),0.95,"Converted from JHU database. Primary: True, Phantom: False - JHU reported 409 cases",JHU,0,,
86406,AFR::CMR,2022-05-09,2022-05-15,,320.0,,,2022-05-15,2,JHU Cholera Database (UID: 5103),0.95,"Converted from JHU database. Primary: True, Phantom: False - JHU reported 320 cases",JHU,0,,
86407,AFR::CMR,2022-05-16,2022-05-22,,271.0,,,2022-05-22,2,JHU Cholera Database (UID: 5103),0.95,"Converted from JHU database. Primary: True, Phantom: False - JHU reported 271 cases",JHU,0,,
86408,AFR::CMR,2022-05-23,2022-05-29,,463.0,,,2022-05-29,2,JHU Cholera Database (UID: 5103),0.95,"Converted from JHU database. Primary: True, Phantom: False - JHU reported 463 cases",JHU,0,,
86409,AFR::CMR,2022-05-30,2022-06-05,,330.0,,,2022-06-05,2,JHU Cholera Database (UID: 5103),0.95,"Converted from JHU database. Primary: True, Phantom: False - JHU reported 330 cases",JHU,0,,
86410,AFR::CMR,2022-06-06,2022-06-12,,266.0,,,2022-06-12,2,JHU Cholera Database (UID: 5103),0.95,"Converted from JHU database. Primary: True, Phantom: False - JHU reported 266 cases",JHU,0,,
86411,AFR::CMR,2022-06-13,2022-06-19,,217.0,,,2022-06-19,2,JHU Cholera Database (UID: 5103),0.95,"Converted from JHU database. Primary: True, Phantom: False - JHU reported 217 cases",JHU,0,,
86412,AFR::CMR,2022-06-20,2022-06-26,,236.0,,,2022-06-26,2,JHU Cholera Database (UID: 5103),0.95,"Converted from JHU database. Primary: True, Phantom: False - JHU reported 236 cases",JHU,0,,
86413,AFR::CMR,2022-06-27,2022-07-03,,310.0,,,2022-07-03,2,JHU Cholera Database (UID: 5103),0.95,"Converted from JHU database. Primary: True, Phantom: False - JHU reported 310 cases",JHU,0,,
86414,AFR::CMR,2022-07-04,2022-07-10,,158.0,,,2022-07-10,2,JHU Cholera Database (UID: 5103),0.95,"Converted from JHU database. Primary: True, Phantom: False - JHU reported 158 cases",JHU,0,,
86415,AFR::CMR,2022-07-11,2022-07-17,,158.0,,,2022-07-17,2,JHU Cholera Database (UID: 5103),0.95,"Converted from JHU database. Primary: True, Phantom: False - JHU reported 158 cases",JHU,0,,
86416,AFR::CMR,2022-07-18,2022-07-24,,182.0,,,2022-07-24,2,JHU Cholera Database (UID: 5103),0.95,"Converted from JHU database. Primary: True, Phantom: False - JHU reported 182 cases",JHU,0,,
86417,AFR::CMR,2022-07-25,2022-07-31,,246.0,,,2022-07-31,2,JHU Cholera Database (UID: 5103),0.95,"Converted from JHU database. Primary: True, Phantom: False - JHU reported 246 cases",JHU,0,,
86418,AFR::CMR,2022-08-01,2022-08-07,,226.0,,,2022-08-07,2,JHU Cholera Database (UID: 5103),0.95,"Converted from JHU database. Primary: True, Phantom: False - JHU reported 226 cases",JHU,0,,
86419,AFR::CMR,2022-08-08,2022-08-14,,172.0,,,2022-08-14,2,JHU Cholera Database (UID: 5103),0.95,"Converted from JHU database. Primary: True, Phantom: False - JHU reported 172 cases",JHU,0,,
86420,AFR::CMR,2022-08-15,2022-08-21,,340.0,,,2022-08-21,2,JHU Cholera Database (UID: 5103),0.95,"Converted from JHU database. Primary: True, Phantom: False - JHU reported 340 cases",JHU,0,,
86421,AFR::CMR,2022-08-22,2022-08-28,,399.0,,,2022-08-28,2,JHU Cholera Database (UID: 5103),0.95,"Converted from JHU database. Primary: True, Phantom: False - JHU reported 399 cases",JHU,0,,
86422,AFR::CMR,2022-08-29,2022-09-04,,276.0,,,2022-09-04,2,JHU Cholera Database (UID: 5103),0.95,"Converted from JHU database. Primary: True, Phantom: False - JHU reported 276 cases",JHU,0,,
86423,AFR::CMR,2022-09-05,2022-09-11,,300.0,,,2022-09-11,2,JHU Cholera Database (UID: 5103),0.95,"Converted from JHU database. Primary: True, Phantom: False - JHU reported 300 cases",JHU,0,,
86424,AFR::CMR,2022-09-12,2022-09-18,,256.0,,,2022-09-18,2,JHU Cholera Database (UID: 5103),0.95,"Converted from JHU database. Primary: True, Phantom: False - JHU reported 256 cases",JHU,0,,
86425,AFR::CMR,2022-09-19,2022-09-25,,271.0,,,2022-09-25,2,JHU Cholera Database (UID: 5103),0.95,"Converted from JHU database. Primary: True, Phantom: False - JHU reported 271 cases",JHU,0,,
