Index,Location,TL,TR,deaths,sCh,cCh,CFR,reporting_date,source_index,source,confidence_weight,processing_notes,source_database,delete_flag,region_en,region_fr
86153,AFR::CMR,2015-07-02,2015-07-08,,0.0,,,2015-07-08,2,JHU Cholera Database (UID: 5103),0.95,"Converted from JHU database. Primary: True, Phantom: False - JHU reported 0 cases",JHU,0,,
86154,AFR::CMR,2015-07-09,2015-07-15,,3.0,,,2015-07-15,2,JHU Cholera Database (UID: 5103),0.95,"Converted from JHU database. Primary: True, Phantom: False - JHU reported 3 cases",JHU,0,,
86155,AFR::CMR,2015-07-16,2015-07-22,,0.0,,,2015-07-22,2,JHU Cholera Database (UID: 5103),0.95,"Converted from JHU database. Primary: True, Phantom: False - JHU reported 0 cases",JHU,0,,
86156,AFR::CMR,2015-07-23,2015-07-29,,0.0,,,2015-07-29,2,JHU Cholera Database (UID: 5103),0.95,"Converted from JHU database. Primary: True, Phantom: False - JHU reported 0 cases",JHU,0,,
86157,AFR::CMR,2015-07-30,2015-08-05,,1.0,,,2015-08-05,2,JHU Cholera Database (UID: 5103),0.95,"Converted from JHU database. Primary: True, Phantom: False - JHU reported 1 cases",JHU,0,,
86158,AFR::CMR,2015-08-06,2015-08-12,,0.0,,,2015-08-12,2,JHU Cholera Database (UID: 5103),0.95,"Converted from JHU database. Primary: True, Phantom: False - JHU reported 0 cases",JHU,0,,
86159,AFR::CMR,2015-08-13,2015-08-19,,2.0,,,2015-08-19,2,JHU Cholera Database (UID: 5103),0.95,"Converted from JHU database. Primary: True, Phantom: False - JHU reported 2 cases",JHU,0,,
86160,AFR::CMR,2015-08-20,2015-08-26,,3.0,,,2015-08-26,2,JHU Cholera Database (UID: 5103),0.95,"Converted from JHU database. Primary: True, Phantom: False - JHU reported 3 cases",JHU,0,,
86161,AFR::CMR,2015-08-27,2015-09-02,,1.0,,,2015-09-02,2,JHU Cholera Database (UID: 5103),0.95,"Converted from JHU database. Primary: True, Phantom: False - JHU reported 1 cases",JHU,0,,
86162,AFR::CMR,2015-09-03,2015-09-09,,0.0,,,2015-09-09,2,JHU Cholera Database (UID: 5103),0.95,"Converted from JHU database. Primary: True, Phantom: False - JHU reported 0 cases",JHU,0,,
86163,AFR::CMR,2015-09-10,2015-09-16,,4.0,,,2015-09-16,2,JHU Cholera Database (UID: 5103),0.95,"Converted from JHU database. Primary: True, Phantom: False - JHU reported 4 cases",JHU,0,,
86164,AFR::CMR,2015-09-17,2015-09-23,,3.0,,,2015-09-23,2,JHU Cholera Database (UID: 5103),0.95,"Converted from JHU database. Primary: True, Phantom: False - JHU reported 3 cases",JHU,0,,
86165,AFR::CMR,2015-09-24,2015-09-30,,3.0,,,2015-09-30,2,JHU Cholera Database (UID: 5103),0.95,"Converted from JHU database. Primary: True, Phantom: False - JHU reported 3 cases",JHU,0,,
86166,AFR::CMR,2015-10-01,2015-10-07,,2.0,,,2015-10-07,2,JHU Cholera Database (UID: 5103),0.95,"Converted from JHU database. Primary: True, Phantom: False - JHU reported 2 cases",JHU,0,,
86167,AFR::CMR,2015-10-08,2015-10-14,,0.0,,,2015-10-14,2,JHU Cholera Database (UID: 5103),0.95,"Converted from JHU database. Primary: True, Phantom: False - JHU reported 0 cases",JHU,0,,
86168,AFR::CMR,2015-10-15,2015-10-21,,1.0,,,2015-10-21,2,JHU Cholera Database (UID: 5103),0.95,"Converted from JHU database. Primary: True, Phantom: False - JHU reported 1 cases",JHU,0,,
86169,AFR::CMR,2015-10-22,2015-10-28,,17.0,,,2015-10-28,2,JHU Cholera Database (UID: 5103),0.95,"Converted from JHU database. Primary: True, Phantom: False - JHU reported 17 cases",JHU,0,,
86170,AFR::CMR,2015-10-29,2015-11-04,,11.0,,,2015-11-04,2,JHU Cholera Database (UID: 5103),0.95,"Converted from JHU database. Primary: True, Phantom: False - JHU reported 11 cases",JHU,0,,
86171,AFR::CMR,2015-11-05,2015-11-11,,7.0,,,2015-11-11,2,JHU Cholera Database (UID: 5103),0.95,"Converted from JHU database. Primary: True, Phantom: False - JHU reported 7 cases",JHU,0,,
86172,AFR::CMR,2015-11-12,2015-11-18,,5.0,,,2015-11-18,2,JHU Cholera Database (UID: 5103),0.95,"Converted from JHU database. Primary: True, Phantom: False - JHU reported 5 cases",JHU,0,,
86173,AFR::CMR,2015-11-19,2015-11-25,,10.0,,,2015-11-25,2,JHU Cholera Database (UID: 5103),0.95,"Converted from JHU database. Primary: True, Phantom: False - JHU reported 10 cases",JHU,0,,
86174,AFR::CMR,2015-11-26,2015-12-02,,2.0,,,2015-12-02,2,JHU Cholera Database (UID: 5103),0.95,"Converted from JHU database. Primary: True, Phantom: False - JHU reported 2 cases",JHU,0,,
86175,AFR::CMR,2015-12-03,2015-12-09,,5.0,,,2015-12-09,2,JHU Cholera Database (UID: 5103),0.95,"Converted from JHU database. Primary: True, Phantom: False - JHU reported 5 cases",JHU,0,,
86176,AFR::CMR,2015-12-10,2015-12-16,,30.0,,,2015-12-16,2,JHU Cholera Database (UID: 5103),0.95,"Converted from JHU database. Primary: True, Phantom: False - JHU reported 30 cases",JHU,0,,
86177,AFR::CMR,2015-12-17,2015-12-23,,3.0,,,2015-12-23,2,JHU Cholera Database (UID: 5103),0.95,"Converted from JHU database. Primary: True, Phantom: False - JHU reported 3 cases",JHU,0,,
86178,AFR::CMR,2015-12-24,2015-12-30,,4.0,,,2015-12-30,2,JHU Cholera Database (UID: 5103),0.95,"Converted from JHU database. Primary: True, Phantom: False - JHU reported 4 cases",JHU,0,,
86179,AFR::CMR,2015-12-31,2016-01-06,,0.0,,,2016-01-06,2,JHU Cholera Database (UID: 5103),0.95,"Converted from JHU database. Primary: True, Phantom: False - JHU reported 0 cases",JHU,0,,
86180,AFR::CMR,2016-01-01,2016-12-28,1.0,,,,2016-12-28,2,JHU Cholera Database (UID: 5103),0.95,"Converted from JHU database. Primary: True, Phantom: False - JHU reported 1 deaths",JHU,0,,
86181,AFR::CMR,2016-01-07,2016-01-13,,0.0,,,2016-01-13,2,JHU Cholera Database (UID: 5103),0.95,"Converted from JHU database. Primary: True, Phantom: False - JHU reported 0 cases",JHU,0,,
86182,AFR::CMR,2016-01-14,2016-01-20,,0.0,,,2016-01-20,2,JHU Cholera Database (UID: 5103),0.95,"Converted from JHU database. Primary: True, Phantom: False - JHU reported 0 cases",JHU,0,,
86183,AFR::CMR,2016-01-21,2016-01-27,,0.0,,,2016-01-27,2,JHU Cholera Database (UID: 5103),0.95,"Converted from JHU database. Primary: True, Phantom: False - JHU reported 0 cases",JHU,0,,
86184,AFR::CMR,2016-01-28,2016-02-03,,0.0,,,2016-02-03,2,JHU Cholera Database (UID: 5103),0.95,"Converted from JHU database. Primary: True, Phantom: False - JHU reported 0 cases",JHU,0,,
86185,AFR::CMR,2016-02-04,2016-02-10,,0.0,,,2016-02-10,2,JHU Cholera Database (UID: 5103),0.95,"Converted from JHU database. Primary: True, Phantom: False - JHU reported 0 cases",JHU,0,,
86186,AFR::CMR,2016-02-11,2016-02-17,,0.0,,,2016-02-17,2,JHU Cholera Database (UID: 5103),0.95,"Converted from JHU database. Primary: True, Phantom: False - JHU reported 0 cases",JHU,0,,
86187,AFR::CMR,2016-02-18,2016-02-24,,0.0,,,2016-02-24,2,JHU Cholera Database (UID: 5103),0.95,"Converted from JHU database. Primary: True, Phantom: False - JHU reported 0 cases",JHU,0,,
86188,AFR::CMR,2016-02-25,2016-03-02,,0.0,,,2016-03-02,2,JHU Cholera Database (UID: 5103),0.95,"Converted from JHU database. Primary: True, Phantom: False - JHU reported 0 cases",JHU,0,,
86189,AFR::CMR,2016-03-03,2016-03-09,,0.0,,,2016-03-09,2,JHU Cholera Database (UID: 5103),0.95,"Converted from JHU database. Primary: True, Phantom: False - JHU reported 0 cases",JHU,0,,
86190,AFR::CMR,2016-03-10,2016-03-16,,0.0,,,2016-03-16,2,JHU Cholera Database (UID: 5103),0.95,"Converted from JHU database. Primary: True, Phantom: False - JHU reported 0 cases",JHU,0,,
86191,AFR::CMR,2016-03-17,2016-03-23,,0.0,,,2016-03-23,2,JHU Cholera Database (UID: 5103),0.95,"Converted from JHU database. Primary: True, Phantom: False - JHU reported 0 cases",JHU,0,,
86192,AFR::CMR,2016-03-24,2016-03-30,,0.0,,,2016-03-30,2,JHU Cholera Database (UID: 5103),0.95,"Converted from JHU database. Primary: True, Phantom: False - JHU reported 0 cases",JHU,0,,
86193,AFR::CMR,2016-03-31,2016-04-06,,0.0,,,2016-04-06,2,JHU Cholera Database (UID: 5103),0.95,"Converted from JHU database. Primary: True, Phantom: False - JHU reported 0 cases",JHU,0,,
86194,AFR::CMR,2016-04-07,2016-04-13,,0.0,,,2016-04-13,2,JHU Cholera Database (UID: 5103),0.95,"Converted from JHU database. Primary: True, Phantom: False - JHU reported 0 cases",JHU,0,,
86195,AFR::CMR,2016-04-14,2016-04-20,,0.0,,,2016-04-20,2,JHU Cholera Database (UID: 5103),0.95,"Converted from JHU database. Primary: True, Phantom: False - JHU reported 0 cases",JHU,0,,
86196,AFR::CMR,2016-04-21,2016-04-27,,0.0,,,2016-04-27,2,JHU Cholera Database (UID: 5103),0.95,"Converted from JHU database. Primary: True, Phantom: False - JHU reported 0 cases",JHU,0,,
86197,AFR::CMR,2016-04-28,2016-05-04,,1.0,,,2016-05-04,2,JHU Cholera Database (UID: 5103),0.95,"Converted from JHU database. Primary: True, Phantom: False - JHU reported 1 cases",JHU,0,,
86198,AFR::CMR,2016-05-05,2016-05-11,,0.0,,,2016-05-11,2,JHU Cholera Database (UID: 5103),0.95,"Converted from JHU database. Primary: True, Phantom: False - JHU reported 0 cases",JHU,0,,
86199,AFR::CMR,2016-05-12,2016-05-18,,0.0,,,2016-05-18,2,JHU Cholera Database (UID: 5103),0.95,"Converted from JHU database. Primary: True, Phantom: False - JHU reported 0 cases",JHU,0,,
86200,AFR::CMR,2016-05-19,2016-05-25,,0.0,,,2016-05-25,2,JHU Cholera Database (UID: 5103),0.95,"Converted from JHU database. Primary: True, Phantom: False - JHU reported 0 cases",JHU,0,,
86201,AFR::CMR,2016-05-26,2016-06-01,,0.0,,,2016-06-01,2,JHU Cholera Database (UID: 5103),0.95,"Converted from JHU database. Primary: True, Phantom: False - JHU reported 0 cases",JHU,0,,
86202,AFR::CMR,2016-06-02,2016-06-08,,0.0,,,2016-06-08,2,JHU Cholera Database (UID: 5103),0.95,"Converted from JHU database. Primary: True, Phantom: False - JHU reported 0 cases",JHU,0,,
86203,AFR::CMR,2016-06-09,2016-06-15,,0.0,,,2016-06-15,2,JHU Cholera Database (UID: 5103),0.95,"Converted from JHU database. Primary: True, Phantom: False - JHU reported 0 cases",JHU,0,,
86204,AFR::CMR,2016-06-16,2016-06-22,,0.0,,,2016-06-22,2,JHU Cholera Database (UID: 5103),0.95,"Converted from JHU database. Primary: True, Phantom: False - JHU reported 0 cases",JHU,0,,
86205,AFR::CMR,2016-06-23,2016-06-29,,0.0,,,2016-06-29,2,JHU Cholera Database (UID: 5103),0.95,"Converted from JHU database. Primary: True, Phantom: False - JHU reported 0 cases",JHU,0,,
86206,AFR::CMR,2016-06-30,2016-07-06,,0.0,,,2016-07-06,2,JHU Cholera Database (UID: 5103),0.95,"Converted from JHU database. Primary: True, Phantom: False - JHU reported 0 cases",JHU,0,,
86207,AFR::CMR,2016-07-07,2016-07-13,,0.0,,,2016-07-13,2,JHU Cholera Database (UID: 5103),0.95,"Converted from JHU database. Primary: True, Phantom: False - JHU reported 0 cases",JHU,0,,
86208,AFR::CMR,2016-07-14,2016-07-20,,1.0,,,2016-07-20,2,JHU Cholera Database (UID: 5103),0.95,"Converted from JHU database. Primary: True, Phantom: False - JHU reported 1 cases",JHU,0,,
86209,AFR::CMR,2016-07-21,2016-07-27,,0.0,,,2016-07-27,2,JHU Cholera Database (UID: 5103),0.95,"Converted from JHU database. Primary: True, Phantom: False - JHU reported 0 cases",JHU,0,,
86210,AFR::CMR,2016-07-28,2016-08-03,,2.0,,,2016-08-03,2,JHU Cholera Database (UID: 5103),0.95,"Converted from JHU database. Primary: True, Phantom: False - JHU reported 2 cases",JHU,0,,
86211,AFR::CMR,2016-08-04,2016-08-10,,2.0,,,2016-08-10,2,JHU Cholera Database (UID: 5103),0.95,"Converted from JHU database. Primary: True, Phantom: False - JHU reported 2 cases",JHU,0,,
86212,AFR::CMR,2016-08-11,2016-08-17,,0.0,,,2016-08-17,2,JHU Cholera Database (UID: 5103),0.95,"Converted from JHU database. Primary: True, Phantom: False - JHU reported 0 cases",JHU,0,,
86213,AFR::CMR,2016-08-18,2016-08-24,,5.0,,,2016-08-24,2,JHU Cholera Database (UID: 5103),0.95,"Converted from JHU database. Primary: True, Phantom: False - JHU reported 5 cases",JHU,0,,
86214,AFR::CMR,2016-08-25,2016-08-31,,0.0,,,2016-08-31,2,JHU Cholera Database (UID: 5103),0.95,"Converted from JHU database. Primary: True, Phantom: False - JHU reported 0 cases",JHU,0,,
86215,AFR::CMR,2016-09-01,2016-09-07,,0.0,,,2016-09-07,2,JHU Cholera Database (UID: 5103),0.95,"Converted from JHU database. Primary: True, Phantom: False - JHU reported 0 cases",JHU,0,,
86216,AFR::CMR,2016-09-08,2016-09-14,,0.0,,,2016-09-14,2,JHU Cholera Database (UID: 5103),0.95,"Converted from JHU database. Primary: True, Phantom: False - JHU reported 0 cases",JHU,0,,
86217,AFR::CMR,2016-09-15,2016-09-21,,1.0,,,2016-09-21,2,JHU Cholera Database (UID: 5103),0.95,"Converted from JHU database. Primary: True, Phantom: False - JHU reported 1 cases",JHU,0,,
86218,AFR::CMR,2016-09-22,2016-09-28,,0.0,,,2016-09-28,2,JHU Cholera Database (UID: 5103),0.95,"Converted from JHU database. Primary: True, Phantom: False - JHU reported 0 cases",JHU,0,,
86219,AFR::CMR,2016-09-29,2016-10-05,,0.0,,,2016-10-05,2,JHU Cholera Database (UID: 5103),0.95,"Converted from JHU database. Primary: True, Phantom: False - JHU reported 0 cases",JHU,0,,
86220,AFR::CMR,2016-10-06,2016-10-12,,0.0,,,2016-10-12,2,JHU Cholera Database (UID: 5103),0.95,"Converted from JHU database. Primary: True, Phantom: False - JHU reported 0 cases",JHU,0,,
86221,AFR::CMR,2016-10-13,2016-10-19,,0.0,,,2016-10-19,2,JHU Cholera Database (UID: 5103),0.95,"Converted from JHU database. Primary: True, Phantom: False - JHU reported 0 cases",JHU,0,,
86222,AFR::CMR,2016-10-20,2016-10-26,,1.0,,,2016-10-26,2,JHU Cholera Database (UID: 5103),0.95,"Converted from JHU database. Primary: True, Phantom: False - JHU reported 1 cases",JHU,0,,
86223,AFR::CMR,2016-10-27,2016-11-02,,0.0,,,2016-11-02,2,JHU Cholera Database (UID: 5103),0.95,"Converted from JHU database. Primary: True, Phantom: False - JHU reported 0 cases",JHU,0,,
86224,AFR::CMR,2016-11-03,2016-11-09,,0.0,,,2016-11-09,2,JHU Cholera Database (UID: 5103),0.95,"Converted from JHU database. Primary: True, Phantom: False - JHU reported 0 cases",JHU,0,,
86225,AFR::CMR,2016-11-10,2016-11-16,,2.0,,,2016-11-16,2,JHU Cholera Database (UID: 5103),0.95,"Converted from JHU database. Primary: True, Phantom: False - JHU reported 2 cases",JHU,0,,
86226,AFR::CMR,2016-11-17,2016-11-23,,0.0,,,2016-11-23,2,JHU Cholera Database (UID: 5103),0.95,"Converted from JHU database. Primary: True, Phantom: False - JHU reported 0 cases",JHU,0,,
86227,AFR::CMR,2016-11-24,2016-11-30,,32.0,,,2016-11-30,2,JHU Cholera Database (UID: 5103),0.95,"Converted from JHU database. Primary: True, Phantom: False - JHU reported 32 cases",JHU,0,,
86228,AFR::CMR,2016-12-01,2016-12-07,,27.0,,,2016-12-07,2,JHU Cholera Database (UID: 5103),0.95,"Converted from JHU database. Primary: True, Phantom: False - JHU reported 27 cases",JHU,0,,
86229,AFR::CMR,2016-12-08,2016-12-14,,0.0,,,2016-12-14,2,JHU Cholera Database (UID: 5103),0.95,"Converted from JHU database. Primary: True, Phantom: False - JHU reported 0 cases",JHU,0,,
86230,AFR::CMR,2016-12-15,2016-12-21,,0.0,,,2016-12-21,2,JHU Cholera Database (UID: 5103),0.95,"Converted from JHU database. Primary: True, Phantom: False - JHU reported 0 cases",JHU,0,,
86231,AFR::CMR,2016-12-22,2016-12-28,,0.0,,,2016-12-28,2,JHU Cholera Database (UID: 5103),0.95,"Converted from JHU database. Primary: True, Phantom: False - JHU reported 0 cases",JHU,0,,
86232,AFR::CMR,2018-01-01,2018-01-07,,0.0,,,2018-01-07,2,JHU Cholera Database (UID: 5103),0.95,"Converted from JHU database. Primary: True, Phantom: False - JHU reported 0 cases",JHU,0,,
86233,AFR::CMR,2018-01-08,2018-01-14,,0.0,,,2018-01-14,2,JHU Cholera Database (UID: 5103),0.95,"Converted from JHU database. Primary: True, Phantom: False - JHU reported 0 cases",JHU,0,,
86234,AFR::CMR,2018-01-15,2018-01-21,,0.0,,,2018-01-21,2,JHU Cholera Database (UID: 5103),0.95,"Converted from JHU database. Primary: True, Phantom: False - JHU reported 0 cases",JHU,0,,
86235,AFR::CMR,2018-01-22,2018-01-28,,2.0,,,2018-01-28,2,JHU Cholera Database (UID: 5103),0.95,"Converted from JHU database. Primary: True, Phantom: False - JHU reported 2 cases",JHU,0,,
86236,AFR::CMR,2018-01-29,2018-02-04,,0.0,,,2018-02-04,2,JHU Cholera Database (UID: 5103),0.95,"Converted from JHU database. Primary: True, Phantom: False - JHU reported 0 cases",JHU,0,,
86237,AFR::CMR,2018-02-05,2018-02-11,,0.0,,,2018-02-11,2,JHU Cholera Database (UID: 5103),0.95,"Converted from JHU database. Primary: True, Phantom: False - JHU reported 0 cases",JHU,0,,
86238,AFR::CMR,2018-02-12,2018-02-18,,0.0,,,2018-02-18,2,JHU Cholera Database (UID: 5103),0.95,"Converted from JHU database. Primary: True, Phantom: False - JHU reported 0 cases",JHU,0,,
86239,AFR::CMR,2018-02-19,2018-02-25,,0.0,,,2018-02-25,2,JHU Cholera Database (UID: 5103),0.95,"Converted from JHU database. Primary: True, Phantom: False - JHU reported 0 cases",JHU,0,,
86240,AFR::CMR,2018-02-26,2018-03-04,,0.0,,,2018-03-04,2,JHU Cholera Database (UID: 5103),0.95,"Converted from JHU database. Primary: True, Phantom: False - JHU reported 0 cases",JHU,0,,
86241,AFR::CMR,2018-03-05,2018-03-11,,0.0,,,2018-03-11,2,JHU Cholera Database (UID: 5103),0.95,"Converted from JHU database. Primary: True, Phantom: False - JHU reported 0 cases",JHU,0,,
86242,AFR::CMR,2018-03-12,2018-03-18,,1.0,,,2018-03-18,2,JHU Cholera Database (UID: 5103),0.95,"Converted from JHU database. Primary: True, Phantom: False - JHU reported 1 cases",JHU,0,,
86243,AFR::CMR,2018-03-19,2018-03-25,,0.0,,,2018-03-25,2,JHU Cholera Database (UID: 5103),0.95,"Converted from JHU database. Primary: True, Phantom: False - JHU reported 0 cases",JHU,0,,
86244,AFR::CMR,2018-03-26,2018-04-01,,4.0,,,2018-04-01,2,JHU Cholera Database (UID: 5103),0.95,"Converted from JHU database. Primary: True, Phantom: False - JHU reported 4 cases",JHU,0,,
86245,AFR::CMR,2018-04-02,2018-04-08,,3.0,,,2018-04-08,2,JHU Cholera Database (UID: 5103),0.95,"Converted from JHU database. Primary: True, Phantom: False - JHU reported 3 cases",JHU,0,,
86246,AFR::CMR,2018-04-09,2018-04-15,,0.0,,,2018-04-15,2,JHU Cholera Database (UID: 5103),0.95,"Converted from JHU database. Primary: True, Phantom: False - JHU reported 0 cases",JHU,0,,
86247,AFR::CMR,2018-04-16,2018-04-22,,1.0,,,2018-04-22,2,JHU Cholera Database (UID: 5103),0.95,"Converted from JHU database. Primary: True, Phantom: False - JHU reported 1 cases",JHU,0,,
86248,AFR::CMR,2018-04-23,2018-04-29,,0.0,,,2018-04-29,2,JHU Cholera Database (UID: 5103),0.95,"Converted from JHU database. Primary: True, Phantom: False - JHU reported 0 cases",JHU,0,,
86249,AFR::CMR,2018-04-30,2018-05-06,,0.0,,,2018-05-06,2,JHU Cholera Database (UID: 5103),0.95,"Converted from JHU database. Primary: True, Phantom: False - JHU reported 0 cases",JHU,0,,
86250,AFR::CMR,2018-05-07,2018-05-13,,1.0,,,2018-05-13,2,JHU Cholera Database (UID: 5103),0.95,"Converted from JHU database. Primary: True, Phantom: False - JHU reported 1 cases",JHU,0,,
86259,AFR::CMR,2018-07-09,2018-07-15,,13.0,,,2018-07-15,2,JHU Cholera Database (UID: 5103),0.95,"Converted from JHU database. Primary: True, Phantom: False - JHU reported 13 cases",JHU,0,,
86260,AFR::CMR,2018-07-16,2018-07-22,,70.0,,,2018-07-22,2,JHU Cholera Database (UID: 5103),0.95,"Converted from JHU database. Primary: True, Phantom: False - JHU reported 70 cases",JHU,0,,
86261,AFR::CMR,2018-07-23,2018-07-29,,50.0,,,2018-07-29,2,JHU Cholera Database (UID: 5103),0.95,"Converted from JHU database. Primary: True, Phantom: False - JHU reported 50 cases",JHU,0,,
86262,AFR::CMR,2018-07-30,2018-08-05,,33.0,,,2018-08-05,2,JHU Cholera Database (UID: 5103),0.95,"Converted from JHU database. Primary: True, Phantom: False - JHU reported 33 cases",JHU,0,,
86264,AFR::CMR,2018-08-13,2018-08-19,,15.0,,,2018-08-19,2,JHU Cholera Database (UID: 5103),0.95,"Converted from JHU database. Primary: True, Phantom: False - JHU reported 15 cases",JHU,0,,
86265,AFR::CMR,2018-08-27,2018-09-02,,16.0,,,2018-09-02,2,JHU Cholera Database (UID: 5103),0.95,"Converted from JHU database. Primary: True, Phantom: False - JHU reported 16 cases",JHU,0,,
86266,AFR::CMR,2018-09-03,2018-09-09,,7.0,,,2018-09-09,2,JHU Cholera Database (UID: 5103),0.95,"Converted from JHU database. Primary: True, Phantom: False - JHU reported 7 cases",JHU,0,,
86267,AFR::CMR,2018-09-10,2018-09-16,,51.0,,,2018-09-16,2,JHU Cholera Database (UID: 5103),0.95,"Converted from JHU database. Primary: True, Phantom: False - JHU reported 51 cases",JHU,0,,
86268,AFR::CMR,2018-09-17,2018-09-23,,34.0,,,2018-09-23,2,JHU Cholera Database (UID: 5103),0.95,"Converted from JHU database. Primary: True, Phantom: False - JHU reported 34 cases",JHU,0,,
86269,AFR::CMR,2018-09-24,2018-09-30,,52.0,,,2018-09-30,2,JHU Cholera Database (UID: 5103),0.95,"Converted from JHU database. Primary: True, Phantom: False - JHU reported 52 cases",JHU,0,,
86270,AFR::CMR,2018-10-01,2018-10-07,,44.0,,,2018-10-07,2,JHU Cholera Database (UID: 5103),0.95,"Converted from JHU database. Primary: True, Phantom: False - JHU reported 44 cases",JHU,0,,
86271,AFR::CMR,2018-10-08,2018-10-14,,49.0,,,2018-10-14,2,JHU Cholera Database (UID: 5103),0.95,"Converted from JHU database. Primary: True, Phantom: False - JHU reported 49 cases",JHU,0,,
86272,AFR::CMR,2018-10-15,2018-10-21,,99.0,,,2018-10-21,2,JHU Cholera Database (UID: 5103),0.95,"Converted from JHU database. Primary: True, Phantom: False - JHU reported 99 cases",JHU,0,,
86273,AFR::CMR,2018-10-22,2018-10-28,,102.0,,,2018-10-28,2,JHU Cholera Database (UID: 5103),0.95,"Converted from JHU database. Primary: True, Phantom: False - JHU reported 102 cases",JHU,0,,
86274,AFR::CMR,2018-10-29,2018-11-04,,101.0,,,2018-11-04,2,JHU Cholera Database (UID: 5103),0.95,"Converted from JHU database. Primary: True, Phantom: False - JHU reported 101 cases",JHU,0,,
86275,AFR::CMR,2018-11-05,2018-11-11,,91.0,,,2018-11-11,2,JHU Cholera Database (UID: 5103),0.95,"Converted from JHU database. Primary: True, Phantom: False - JHU reported 91 cases",JHU,0,,
86276,AFR::CMR,2018-11-12,2018-11-18,,51.0,,,2018-11-18,2,JHU Cholera Database (UID: 5103),0.95,"Converted from JHU database. Primary: True, Phantom: False - JHU reported 51 cases",JHU,0,,
86277,AFR::CMR,2018-11-19,2018-11-25,,30.0,,,2018-11-25,2,JHU Cholera Database (UID: 5103),0.95,"Converted from JHU database. Primary: True, Phantom: False - JHU reported 30 cases",JHU,0,,
86278,AFR::CMR,2018-11-26,2018-12-02,,11.0,,,2018-12-02,2,JHU Cholera Database (UID: 5103),0.95,"Converted from JHU database. Primary: True, Phantom: False - JHU reported 11 cases",JHU,0,,
86279,AFR::CMR,2018-12-03,2018-12-09,,2.0,,,2018-12-09,2,JHU Cholera Database (UID: 5103),0.95,"Converted from JHU database. Primary: True, Phantom: False - JHU reported 2 cases",JHU,0,,
86280,AFR::CMR,2018-12-10,2018-12-16,,0.0,,,2018-12-16,2,JHU Cholera Database (UID: 5103),0.95,"Converted from JHU database. Primary: True, Phantom: False - JHU reported 0 cases",JHU,0,,
86281,AFR::CMR,2018-12-17,2018-12-23,,1.0,,,2018-12-23,2,JHU Cholera Database (UID: 5103),0.95,"Converted from JHU database. Primary: True, Phantom: False - JHU reported 1 cases",JHU,0,,
86282,AFR::CMR,2018-12-24,2018-12-30,,0.0,,,2018-12-30,2,JHU Cholera Database (UID: 5103),0.95,"Converted from JHU database. Primary: True, Phantom: False - JHU reported 0 cases",JHU,0,,
86283,AFR::CMR,2018-12-31,2019-01-06,0.0,2.0,,0.0,2019-01-06,2,JHU Cholera Database (UID: 5103),0.95,"Converted from JHU database. Primary: True, Phantom: False - JHU reported 2 cases, 0 deaths",JHU,0,,
86284,AFR::CMR,2019-01-07,2019-01-13,0.0,2.0,,0.0,2019-01-13,2,JHU Cholera Database (UID: 5103),0.95,"Converted from JHU database. Primary: True, Phantom: False - JHU reported 2 cases, 0 deaths",JHU,0,,
86285,AFR::CMR,2019-01-14,2019-01-20,0.0,1.0,,0.0,2019-01-20,2,JHU Cholera Database (UID: 5103),0.95,"Converted from JHU database. Primary: True, Phantom: False - JHU reported 1 cases, 0 deaths",JHU,0,,
86286,AFR::CMR,2019-01-21,2019-01-27,0.0,1.0,,0.0,2019-01-27,2,JHU Cholera Database (UID: 5103),0.95,"Converted from JHU database. Primary: True, Phantom: False - JHU reported 1 cases, 0 deaths",JHU,0,,
86287,AFR::CMR,2019-01-28,2019-02-03,0.0,1.0,,0.0,2019-02-03,2,JHU Cholera Database (UID: 5103),0.95,"Converted from JHU database. Primary: True, Phantom: False - JHU reported 1 cases, 0 deaths",JHU,0,,
86288,AFR::CMR,2019-02-04,2019-02-10,0.0,0.0,,,2019-02-10,2,JHU Cholera Database (UID: 5103),0.95,"Converted from JHU database. Primary: True, Phantom: False - JHU reported 0 cases, 0 deaths",JHU,0,,
86289,AFR::CMR,2019-02-11,2019-02-17,0.0,0.0,,,2019-02-17,2,JHU Cholera Database (UID: 5103),0.95,"Converted from JHU database. Primary: True, Phantom: False - JHU reported 0 cases, 0 deaths",JHU,0,,
86290,AFR::CMR,2019-02-18,2019-02-24,0.0,2.0,,0.0,2019-02-24,2,JHU Cholera Database (UID: 5103),0.95,"Converted from JHU database. Primary: True, Phantom: False - JHU reported 2 cases, 0 deaths",JHU,0,,
86291,AFR::CMR,2019-02-25,2019-03-03,0.0,4.0,,0.0,2019-03-03,2,JHU Cholera Database (UID: 5103),0.95,"Converted from JHU database. Primary: True, Phantom: False - JHU reported 4 cases, 0 deaths",JHU,0,,
86292,AFR::CMR,2019-03-04,2019-03-10,0.0,8.0,,0.0,2019-03-10,2,JHU Cholera Database (UID: 5103),0.95,"Converted from JHU database. Primary: True, Phantom: False - JHU reported 8 cases, 0 deaths",JHU,0,,
86293,AFR::CMR,2019-03-11,2019-03-17,0.0,18.0,,0.0,2019-03-17,2,JHU Cholera Database (UID: 5103),0.95,"Converted from JHU database. Primary: True, Phantom: False - JHU reported 18 cases, 0 deaths",JHU,0,,
