region,cCh,deaths,cfr,cfr_risk
Adamaoua,531,7,1.3182674199623352,Medium
Centre,3332,54,1.6206482593037215,Medium
East,1590,21,1.3207547169811322,Medium
Far North,6716,159,2.3674806432400235,Medium
Littoral,3353,67,1.998210557709514,Medium
North,3211,64,1.9931485518530054,Medium
North-West,1572,26,1.653944020356234,Medium
South,718,11,1.532033426183844,Medium
South-West,2078,25,1.2030798845043311,Medium
West,1343,21,1.5636634400595681,Medium
