Model,CV Accuracy,CV Precision,CV Recall,CV F1 (macro),Hold-out Accuracy,Hold-out Precision,Hold-out Recall,Hold-out F1 (macro)
Logistic Regression,0.5386503067484661,0.49022670002886015,0.51142055347943,0.48093604260531064,0.5387755102040817,0.5432304493371282,0.5373873873873874,0.5362862738607524
