Region,month_date,cases,deaths,CFR,rainfall_avg,temperature_avg,humidity_avg,year,month,cases_lag1,cases_lag2,rainfall_lag1,rainfall_lag2,temperature_lag1,temperature_lag2,humidity_lag1,humidity_lag2,risk_level,Region_Adamaoua,Region_Centre,Region_East,Region_Far North,Region_Littoral,Region_North,Region_North-West,Region_South,Region_South-West,Region_West
Centre,2010-11-01,606,1,0.641025641025641,4.187857142857142,23.35107142857143,85.86500000000001,2010,11,2771.0,1555.0,6.727908653846153,5.4507142857142865,23.130715430402933,22.550714285714285,88.05637820512821,88.63678571428572,1,0,1,0,0,0,0,0,0,0,0
Centre,2010-12-01,538,1,0.33333333333333337,1.7239321428571426,22.503494047619046,77.46521666666668,2010,12,606.0,2771.0,4.187857142857142,6.727908653846153,23.35107142857143,23.130715430402933,85.86500000000001,88.05637820512821,1,0,1,0,0,0,0,0,0,0,0
Centre,2011-01-01,461,0,0.0,0.09628571428571425,22.052285714285716,68.80857142857143,2011,1,538.0,606.0,1.7239321428571426,4.187857142857142,22.503494047619046,23.35107142857143,77.46521666666668,85.86500000000001,1,0,1,0,0,0,0,0,0,0,0
Centre,2011-02-01,681,4,2.4230769230769234,1.2471428571428573,24.37607142857143,76.91714285714285,2011,2,461.0,538.0,0.09628571428571425,1.7239321428571426,22.052285714285716,22.503494047619046,68.80857142857143,77.46521666666668,1,0,1,0,0,0,0,0,0,0,0
Centre,2011-03-01,1991,15,2.42940314194048,2.115,24.982142857142854,78.62785714285715,2011,3,681.0,461.0,1.2471428571428573,0.09628571428571425,24.37607142857143,22.052285714285716,76.91714285714285,68.80857142857143,2,0,1,0,0,0,0,0,0,0,0
Centre,2011-04-01,3571,14,1.7303084094701,3.907857142857143,24.505357142857143,83.41785714285714,2011,4,1991.0,681.0,2.115,1.2471428571428573,24.982142857142854,24.37607142857143,78.62785714285715,76.91714285714285,2,0,1,0,0,0,0,0,0,0,0
Centre,2011-05-01,2967,10,1.4444689611862862,4.086,23.98142857142857,87.30685714285714,2011,5,3571.0,1991.0,3.907857142857143,2.115,24.505357142857143,24.982142857142854,83.41785714285714,78.62785714285715,2,0,1,0,0,0,0,0,0,0,0
Centre,2011-06-01,2557,12,2.292202342681968,3.9875,23.780714285714286,86.54178571428571,2011,6,2967.0,3571.0,4.086,3.907857142857143,23.98142857142857,24.505357142857143,87.30685714285714,83.41785714285714,2,0,1,0,0,0,0,0,0,0,0
Centre,2011-07-01,3351,16,1.215738486811643,4.953428571428571,22.894285714285715,87.00885714285715,2011,7,2557.0,2967.0,3.9875,4.086,23.780714285714286,23.98142857142857,86.54178571428571,87.30685714285714,2,0,1,0,0,0,0,0,0,0,0
Centre,2011-08-01,3699,20,2.2906604034263607,8.751785714285715,22.245357142857145,89.62607142857144,2011,8,3351.0,2557.0,4.953428571428571,3.9875,22.894285714285715,23.780714285714286,87.00885714285715,86.54178571428571,2,0,1,0,0,0,0,0,0,0,0
Centre,2011-09-01,8435,98,3.0584914757519917,8.619458760107815,22.547962264150943,88.75036226415094,2011,9,3699.0,3351.0,8.751785714285715,4.953428571428571,22.245357142857145,22.894285714285715,89.62607142857144,87.00885714285715,2,0,1,0,0,0,0,0,0,0,0
Centre,2011-10-01,4488,28,2.423734426884956,6.8911428571428575,22.957428571428572,88.114,2011,10,8435.0,3699.0,8.619458760107815,8.751785714285715,22.547962264150943,22.245357142857145,88.75036226415094,89.62607142857144,2,0,1,0,0,0,0,0,0,0,0
Centre,2011-11-01,1588,8,1.8772187807884786,0.7474999999999999,23.24357142857143,82.83678571428571,2011,11,4488.0,8435.0,6.8911428571428575,8.619458760107815,22.957428571428572,22.547962264150943,88.114,88.75036226415094,2,0,1,0,0,0,0,0,0,0,0
Centre,2011-12-01,1168,17,2.512283950617284,0.9163794642857142,21.771232142857144,73.32268303571429,2011,12,1588.0,4488.0,0.7474999999999999,6.8911428571428575,23.24357142857143,22.957428571428572,82.83678571428571,88.114,2,0,1,0,0,0,0,0,0,0,0
Centre,2012-01-01,385,0,0.0,0.13714285714285712,23.14257142857143,65.99914285714286,2012,1,1168.0,1588.0,0.9163794642857142,0.7474999999999999,21.771232142857144,23.24357142857143,73.32268303571429,82.83678571428571,1,0,1,0,0,0,0,0,0,0,0
Centre,2012-02-01,847,4,1.3293284659820281,1.679642857142857,24.736071428571428,74.07357142857143,2012,2,385.0,1168.0,0.13714285714285712,0.9163794642857142,23.14257142857143,21.771232142857144,65.99914285714286,73.32268303571429,2,0,1,0,0,0,0,0,0,0,0
Centre,2012-03-01,691,0,0.0,0.8439285714285715,24.858571428571427,77.09642857142858,2012,3,847.0,385.0,1.679642857142857,0.13714285714285712,24.736071428571428,23.14257142857143,74.07357142857143,65.99914285714286,1,0,1,0,0,0,0,0,0,0,0
Centre,2012-04-01,1292,5,1.363035141563262,5.014,24.496000000000002,83.98599999999999,2012,4,691.0,847.0,0.8439285714285715,1.679642857142857,24.858571428571427,24.736071428571428,77.09642857142858,74.07357142857143,2,0,1,0,0,0,0,0,0,0,0
Centre,2012-05-01,840,5,1.912324822772584,4.2,23.684285714285714,86.78785714285715,2012,5,1292.0,691.0,5.014,0.8439285714285715,24.496000000000002,24.858571428571427,83.98599999999999,77.09642857142858,2,0,1,0,0,0,0,0,0,0,0
Centre,2012-06-01,1484,8,1.0715914272685818,5.949285714285714,23.587857142857146,85.69321428571428,2012,6,840.0,1292.0,4.2,5.014,23.684285714285714,24.496000000000002,86.78785714285715,83.98599999999999,2,0,1,0,0,0,0,0,0,0,0
Centre,2012-07-01,1115,3,0.7722701149425287,5.460857142857143,22.246285714285712,88.87485714285715,2012,7,1484.0,840.0,5.949285714285714,4.2,23.587857142857146,23.684285714285714,85.69321428571428,86.78785714285715,2,0,1,0,0,0,0,0,0,0,0
Centre,2012-08-01,1407,8,1.9096017286806761,7.2646428571428565,22.0725,89.31214285714286,2012,8,1115.0,1484.0,5.460857142857143,5.949285714285714,22.246285714285712,23.587857142857146,88.87485714285715,85.69321428571428,2,0,1,0,0,0,0,0,0,0,0
Centre,2012-09-01,1847,8,1.5495957654981236,8.867428571428572,22.268285714285717,89.94000000000001,2012,9,1407.0,1115.0,7.2646428571428565,5.460857142857143,22.0725,22.246285714285712,89.31214285714286,88.87485714285715,2,0,1,0,0,0,0,0,0,0,0
Centre,2012-10-01,1357,3,0.4978177850518276,7.858214285714287,22.903928571428573,88.52785714285714,2012,10,1847.0,1407.0,8.867428571428572,7.2646428571428565,22.268285714285717,22.0725,89.94000000000001,89.31214285714286,2,0,1,0,0,0,0,0,0,0,0
Centre,2012-11-01,668,2,0.7385264638649551,4.774285714285714,23.255357142857143,86.33142857142859,2012,11,1357.0,1847.0,7.858214285714287,8.867428571428572,22.903928571428573,22.268285714285717,88.52785714285714,89.94000000000001,1,0,1,0,0,0,0,0,0,0,0
Centre,2012-12-01,866,4,1.202675585284281,0.6054285714285714,22.849999999999998,76.79942857142858,2012,12,668.0,1357.0,4.774285714285714,7.858214285714287,23.255357142857143,22.903928571428573,86.33142857142859,88.52785714285714,2,0,1,0,0,0,0,0,0,0,0
Centre,2013-01-01,549,0,0.0,0.33214285714285713,23.58535714285714,73.83928571428572,2013,1,866.0,668.0,0.6054285714285714,4.774285714285714,22.849999999999998,23.255357142857143,76.79942857142858,86.33142857142859,1,0,1,0,0,0,0,0,0,0,0
