region_en,TL,TR,Location,deaths,sCh,cCh
Adamawa,2010-01-04,2010-01-10,8,0.0,0.0,0.0
Adamawa,2010-01-11,2010-01-17,8,0.0,0.0,0.0
Adamawa,2010-01-18,2010-01-24,8,0.0,0.0,0.0
Adamawa,2010-01-25,2010-01-31,8,0.0,0.0,0.0
Adamawa,2010-02-01,2010-02-07,8,0.0,0.0,0.0
Adamawa,2010-02-08,2010-02-14,8,0.0,0.0,0.0
Adamawa,2010-02-15,2010-02-21,8,0.0,0.0,0.0
Adamawa,2010-02-22,2010-02-28,8,0.0,0.0,0.0
Adamawa,2010-03-01,2010-03-07,8,0.0,0.0,0.0
Adamawa,2010-03-08,2010-03-14,8,0.0,0.0,0.0
Adamawa,2010-03-15,2010-03-21,8,0.0,0.0,0.0
Adamawa,2010-03-22,2010-03-28,8,0.0,0.0,0.0
Adamawa,2010-03-29,2010-04-04,8,0.0,0.0,0.0
Adamawa,2010-04-05,2010-04-11,8,0.0,0.0,0.0
Adamawa,2010-04-12,2010-04-18,8,0.0,0.0,0.0
Adamawa,2010-04-19,2010-04-25,8,0.0,0.0,0.0
Adamawa,2010-04-26,2010-05-02,8,0.0,0.0,0.0
Adamawa,2010-05-03,2010-05-09,8,0.0,0.0,0.0
Adamawa,2010-05-06,2010-12-31,1,0.0,1.0,0.0
Adamawa,2010-05-10,2010-05-16,8,0.0,0.0,0.0
Adamawa,2010-05-17,2010-05-23,8,0.0,0.0,0.0
Adamawa,2010-05-24,2010-05-30,8,0.0,0.0,0.0
Adamawa,2010-05-31,2010-06-06,8,0.0,0.0,0.0
Adamawa,2010-06-07,2010-06-13,8,0.0,0.0,0.0
Adamawa,2010-06-14,2010-06-20,8,0.0,0.0,0.0
Adamawa,2010-06-21,2010-06-27,8,0.0,0.0,0.0
Adamawa,2010-06-28,2010-07-04,8,0.0,0.0,0.0
Adamawa,2010-07-05,2010-07-11,8,0.0,0.0,0.0
Adamawa,2010-07-12,2010-07-18,8,0.0,0.0,0.0
Adamawa,2010-07-19,2010-07-25,8,0.0,0.0,0.0
Adamawa,2010-07-26,2010-08-01,8,0.0,0.0,0.0
Adamawa,2010-08-02,2010-08-08,8,0.0,0.0,0.0
Adamawa,2010-08-09,2010-08-15,8,0.0,0.0,0.0
Adamawa,2010-08-16,2010-08-22,8,0.0,0.0,0.0
Adamawa,2010-08-23,2010-08-29,8,0.0,0.0,0.0
Adamawa,2010-08-30,2010-09-05,8,0.0,0.0,0.0
Adamawa,2010-09-06,2010-09-12,8,0.0,0.0,0.0
Adamawa,2010-09-13,2010-09-19,8,0.0,0.0,0.0
Adamawa,2010-09-20,2010-09-26,8,0.0,0.0,0.0
Adamawa,2010-09-27,2010-10-03,8,0.0,1.0,0.0
Adamawa,2010-10-04,2010-10-10,8,0.0,0.0,0.0
Adamawa,2010-10-11,2010-10-17,8,0.0,0.0,0.0
Adamawa,2010-10-18,2010-10-24,8,0.0,0.0,0.0
Adamawa,2010-10-25,2010-10-31,8,0.0,0.0,0.0
Adamawa,2010-11-01,2010-11-07,8,0.0,0.0,0.0
Adamawa,2010-11-08,2010-11-14,8,0.0,0.0,0.0
Adamawa,2010-11-15,2010-11-21,8,0.0,0.0,0.0
Adamawa,2010-11-22,2010-11-28,8,0.0,0.0,0.0
Adamawa,2010-11-29,2010-12-05,8,0.0,0.0,0.0
Adamawa,2010-12-06,2010-12-12,8,0.0,0.0,0.0
Adamawa,2010-12-13,2010-12-19,8,0.0,0.0,0.0
Adamawa,2010-12-20,2010-12-26,8,0.0,0.0,0.0
Adamawa,2010-12-27,2011-01-02,8,0.0,0.0,0.0
Adamawa,2011-01-01,2011-09-22,5,34.0,366.0,0.0
Adamawa,2011-01-03,2011-01-09,8,0.0,0.0,0.0
Adamawa,2011-01-10,2011-01-16,8,0.0,0.0,0.0
Adamawa,2011-01-17,2011-01-23,8,0.0,0.0,0.0
Adamawa,2011-01-24,2011-01-30,8,0.0,0.0,0.0
Adamawa,2011-01-31,2011-02-06,8,0.0,0.0,0.0
Adamawa,2011-02-07,2011-02-13,8,0.0,0.0,0.0
Adamawa,2011-02-14,2011-02-20,8,0.0,0.0,0.0
Adamawa,2011-02-21,2011-02-27,8,0.0,0.0,0.0
Adamawa,2011-02-28,2011-03-06,8,0.0,0.0,0.0
Adamawa,2011-03-07,2011-03-13,8,0.0,0.0,0.0
Adamawa,2011-03-14,2011-03-20,8,0.0,0.0,0.0
Adamawa,2011-03-21,2011-03-27,8,0.0,1.0,0.0
Adamawa,2011-03-28,2011-04-03,8,0.0,0.0,0.0
Adamawa,2011-04-04,2011-04-10,8,0.0,0.0,0.0
Adamawa,2011-04-11,2011-04-17,8,0.0,0.0,0.0
Adamawa,2011-04-18,2011-04-24,8,5.0,6.0,0.0
Adamawa,2011-04-25,2011-05-01,8,6.0,29.0,0.0
Adamawa,2011-05-02,2011-05-08,8,1.0,3.0,0.0
Adamawa,2011-05-09,2011-05-15,8,0.0,4.0,0.0
Adamawa,2011-05-16,2011-05-22,8,0.0,0.0,0.0
Adamawa,2011-05-23,2011-05-29,8,1.0,2.0,0.0
Adamawa,2011-05-30,2011-06-05,8,0.0,0.0,0.0
Adamawa,2011-06-06,2011-06-12,8,0.0,0.0,0.0
Adamawa,2011-06-13,2011-06-19,8,0.0,0.0,0.0
Adamawa,2011-06-20,2011-06-26,8,0.0,0.0,0.0
Adamawa,2011-06-27,2011-07-03,8,1.0,2.0,0.0
Adamawa,2011-07-04,2011-07-10,8,0.0,2.0,0.0
Adamawa,2011-07-11,2011-07-17,8,0.0,24.0,0.0
Adamawa,2011-07-18,2011-07-24,8,2.0,25.0,0.0
Adamawa,2011-07-25,2011-07-31,8,1.0,33.0,0.0
Adamawa,2011-08-01,2011-08-07,8,0.0,17.0,0.0
Adamawa,2011-08-08,2011-08-14,8,0.0,18.0,0.0
Adamawa,2011-08-15,2011-08-21,8,0.0,4.0,0.0
Adamawa,2011-08-22,2011-08-28,8,0.0,18.0,0.0
Adamawa,2011-08-29,2011-09-04,8,0.0,0.0,0.0
Adamawa,2011-09-05,2011-09-11,8,0.0,4.0,0.0
Adamawa,2011-09-12,2011-09-18,8,0.0,3.0,0.0
Adamawa,2011-09-19,2011-09-25,8,1.0,3.0,0.0
Adamawa,2011-09-23,2011-12-11,1,0.0,16.0,0.0
Adamawa,2011-09-26,2011-10-02,8,0.0,1.0,0.0
Adamawa,2011-10-03,2011-10-09,8,0.0,1.0,0.0
Adamawa,2011-10-10,2011-10-16,8,0.0,0.0,0.0
Adamawa,2011-10-17,2011-10-23,8,0.0,0.0,0.0
Adamawa,2011-10-24,2011-10-30,8,0.0,0.0,0.0
Adamawa,2011-10-31,2011-11-06,8,0.0,0.0,0.0
Adamawa,2011-11-07,2011-11-13,8,0.0,0.0,0.0
Adamawa,2011-11-14,2011-11-20,8,0.0,0.0,0.0
Adamawa,2011-11-21,2011-11-27,8,0.0,0.0,0.0
Adamawa,2011-11-28,2011-12-04,8,0.0,0.0,0.0
Adamawa,2011-12-05,2011-12-11,8,0.0,0.0,0.0
Adamawa,2011-12-12,2011-12-18,8,0.0,0.0,0.0
Adamawa,2011-12-19,2011-12-25,8,0.0,1.0,0.0
Adamawa,2011-12-26,2012-01-01,8,0.0,0.0,0.0
Adamawa,2012-01-02,2012-01-08,8,0.0,0.0,0.0
Adamawa,2012-01-09,2012-01-15,8,0.0,1.0,0.0
Adamawa,2012-01-16,2012-01-22,8,0.0,0.0,0.0
Adamawa,2012-01-23,2012-01-29,8,0.0,0.0,0.0
Adamawa,2012-01-30,2012-02-05,8,0.0,0.0,0.0
Adamawa,2012-02-06,2012-02-12,8,0.0,0.0,0.0
Adamawa,2012-02-13,2012-02-19,8,0.0,0.0,0.0
Adamawa,2012-02-20,2012-02-26,8,0.0,0.0,0.0
Adamawa,2012-02-27,2012-03-04,8,0.0,0.0,0.0
Adamawa,2012-03-05,2012-03-11,8,0.0,0.0,0.0
Adamawa,2012-03-12,2012-03-18,8,0.0,0.0,0.0
Adamawa,2012-03-19,2012-03-25,8,0.0,0.0,0.0
Adamawa,2012-03-26,2012-04-01,8,0.0,0.0,0.0
Adamawa,2012-04-02,2012-04-08,8,0.0,0.0,0.0
Adamawa,2012-04-09,2012-04-15,8,0.0,1.0,0.0
Adamawa,2012-04-16,2012-04-22,8,0.0,0.0,0.0
Adamawa,2012-04-23,2012-04-29,8,0.0,0.0,0.0
Adamawa,2012-04-30,2012-05-06,8,0.0,0.0,0.0
Adamawa,2012-05-07,2012-05-13,8,0.0,0.0,0.0
Adamawa,2012-05-14,2012-05-20,8,0.0,0.0,0.0
Adamawa,2012-05-21,2012-05-27,8,0.0,0.0,0.0
Adamawa,2012-05-28,2012-06-03,8,0.0,0.0,0.0
Adamawa,2012-06-04,2012-06-10,8,0.0,0.0,0.0
Adamawa,2012-06-11,2012-06-17,8,0.0,0.0,0.0
Adamawa,2012-06-18,2012-06-24,8,0.0,0.0,0.0
Adamawa,2012-06-25,2012-07-01,8,0.0,0.0,0.0
Adamawa,2012-07-02,2012-07-08,8,0.0,0.0,0.0
Adamawa,2012-07-09,2012-07-15,8,0.0,0.0,0.0
Adamawa,2012-07-16,2012-07-22,8,0.0,0.0,0.0
Adamawa,2012-07-23,2012-07-29,8,0.0,0.0,0.0
Adamawa,2012-07-30,2012-08-05,8,0.0,0.0,0.0
Adamawa,2012-08-06,2012-08-12,8,0.0,0.0,0.0
Adamawa,2012-08-13,2012-08-19,8,0.0,0.0,0.0
Adamawa,2012-08-20,2012-08-26,8,0.0,0.0,0.0
Adamawa,2012-08-27,2012-09-02,8,0.0,0.0,0.0
Adamawa,2012-09-03,2012-09-09,8,0.0,0.0,0.0
Adamawa,2012-09-10,2012-09-16,8,0.0,0.0,0.0
Adamawa,2012-09-17,2012-09-23,8,0.0,0.0,0.0
Adamawa,2012-09-24,2012-09-30,8,0.0,0.0,0.0
Adamawa,2012-10-01,2012-10-07,8,0.0,0.0,0.0
Adamawa,2012-10-08,2012-10-14,8,0.0,0.0,0.0
Adamawa,2012-10-15,2012-10-21,8,0.0,0.0,0.0
Adamawa,2012-10-22,2012-10-28,8,0.0,0.0,0.0
Adamawa,2012-10-29,2012-11-04,8,0.0,0.0,0.0
Adamawa,2012-11-05,2012-11-11,8,0.0,0.0,0.0
Adamawa,2012-11-12,2012-11-18,8,0.0,0.0,0.0
Adamawa,2012-11-19,2012-11-25,8,0.0,0.0,0.0
Adamawa,2012-11-26,2012-12-02,8,0.0,0.0,0.0
Adamawa,2012-12-03,2012-12-09,8,0.0,0.0,0.0
Adamawa,2012-12-10,2012-12-16,8,0.0,0.0,0.0
Adamawa,2012-12-17,2012-12-23,8,0.0,0.0,0.0
Adamawa,2012-12-24,2012-12-30,8,0.0,0.0,0.0
Adamawa,2012-12-31,2013-01-06,8,0.0,0.0,0.0
Adamawa,2013-01-07,2013-01-13,8,0.0,0.0,0.0
Adamawa,2013-01-14,2013-01-20,8,0.0,0.0,0.0
Adamawa,2013-01-21,2013-01-27,8,0.0,0.0,0.0
Adamawa,2013-01-28,2013-02-03,8,0.0,0.0,0.0
Adamawa,2013-02-04,2013-02-10,8,0.0,0.0,0.0
Adamawa,2013-02-11,2013-02-17,8,0.0,0.0,0.0
Adamawa,2013-02-18,2013-02-24,8,0.0,0.0,0.0
Adamawa,2013-02-25,2013-03-03,8,0.0,0.0,0.0
Adamawa,2013-03-04,2013-03-10,8,0.0,0.0,0.0
Adamawa,2013-03-11,2013-03-17,8,0.0,0.0,0.0
Adamawa,2013-03-18,2013-03-24,8,0.0,0.0,0.0
Adamawa,2013-03-25,2013-03-31,8,0.0,0.0,0.0
Adamawa,2013-04-01,2013-04-07,8,0.0,0.0,0.0
Adamawa,2013-04-08,2013-04-14,8,0.0,0.0,0.0
Adamawa,2013-04-15,2013-04-21,8,0.0,0.0,0.0
Adamawa,2013-04-22,2013-04-28,8,0.0,0.0,0.0
Adamawa,2013-04-29,2013-05-05,8,0.0,0.0,0.0
Adamawa,2013-05-06,2013-05-12,8,0.0,0.0,0.0
Adamawa,2013-05-13,2013-05-19,8,0.0,0.0,0.0
Adamawa,2013-05-20,2013-05-26,8,0.0,0.0,0.0
Adamawa,2013-05-27,2013-06-02,8,0.0,0.0,0.0
Adamawa,2013-06-03,2013-06-09,8,0.0,0.0,0.0
Adamawa,2013-06-10,2013-06-16,8,0.0,0.0,0.0
Adamawa,2013-06-17,2013-06-23,8,0.0,0.0,0.0
Adamawa,2013-06-24,2013-06-30,8,0.0,0.0,0.0
Adamawa,2013-07-01,2013-07-07,8,0.0,0.0,0.0
Adamawa,2013-07-08,2013-07-14,8,0.0,0.0,0.0
Adamawa,2013-07-15,2013-07-21,8,0.0,0.0,0.0
Adamawa,2013-07-22,2013-07-28,8,0.0,0.0,0.0
Adamawa,2013-07-29,2013-08-04,8,0.0,0.0,0.0
Adamawa,2013-08-05,2013-08-11,8,0.0,0.0,0.0
Adamawa,2013-08-12,2013-08-18,8,0.0,0.0,0.0
Adamawa,2013-08-19,2013-08-25,8,0.0,0.0,0.0
Adamawa,2013-08-26,2013-09-01,8,0.0,0.0,0.0
Adamawa,2013-09-02,2013-09-08,8,0.0,0.0,0.0
Adamawa,2013-09-09,2013-09-15,8,0.0,0.0,0.0
Adamawa,2013-09-16,2013-09-22,8,0.0,0.0,0.0
Adamawa,2013-09-23,2013-09-29,8,0.0,0.0,0.0
Adamawa,2013-09-30,2013-10-06,8,0.0,0.0,0.0
Adamawa,2013-10-07,2013-10-13,8,0.0,0.0,0.0
Adamawa,2013-10-14,2013-10-20,8,0.0,0.0,0.0
Adamawa,2013-10-21,2013-10-27,8,0.0,0.0,0.0
Adamawa,2013-10-28,2013-11-03,8,0.0,0.0,0.0
Adamawa,2013-11-04,2013-11-10,8,0.0,0.0,0.0
Adamawa,2013-11-11,2013-11-17,8,0.0,0.0,0.0
Adamawa,2013-11-18,2013-11-24,8,0.0,0.0,0.0
Adamawa,2013-11-25,2013-12-01,8,0.0,0.0,0.0
Adamawa,2013-12-02,2013-12-08,8,0.0,0.0,0.0
Adamawa,2013-12-09,2013-12-15,8,0.0,0.0,0.0
Adamawa,2013-12-16,2013-12-22,8,0.0,0.0,0.0
Adamawa,2013-12-23,2013-12-29,8,0.0,0.0,0.0
Adamawa,2013-12-30,2014-01-05,9,0.0,0.0,0.0
Adamawa,2014-01-06,2014-01-12,9,0.0,0.0,0.0
Adamawa,2014-01-13,2014-01-19,9,0.0,0.0,0.0
Adamawa,2014-01-20,2014-01-26,9,0.0,0.0,0.0
Adamawa,2014-01-27,2014-02-02,9,0.0,0.0,0.0
Adamawa,2014-02-03,2014-02-09,9,0.0,0.0,0.0
Adamawa,2014-02-10,2014-02-16,9,0.0,0.0,0.0
Adamawa,2014-02-17,2014-02-23,9,0.0,0.0,0.0
Adamawa,2014-02-24,2014-03-02,9,0.0,0.0,0.0
Adamawa,2014-03-03,2014-03-09,9,0.0,0.0,0.0
Adamawa,2014-03-10,2014-03-16,9,0.0,0.0,0.0
Adamawa,2014-03-17,2014-03-23,9,0.0,0.0,0.0
Adamawa,2014-03-24,2014-03-30,9,0.0,0.0,0.0
Adamawa,2014-03-31,2014-04-06,9,0.0,0.0,0.0
Adamawa,2014-04-07,2014-04-13,9,0.0,0.0,0.0
Adamawa,2014-04-14,2014-04-20,9,0.0,0.0,0.0
Adamawa,2014-04-21,2014-04-27,9,0.0,0.0,0.0
Adamawa,2014-04-28,2014-05-04,9,0.0,0.0,0.0
Adamawa,2014-05-05,2014-05-11,9,0.0,0.0,0.0
Adamawa,2014-05-12,2014-05-18,9,0.0,0.0,0.0
Adamawa,2014-05-19,2014-05-25,9,0.0,0.0,0.0
Adamawa,2014-05-26,2014-06-01,9,0.0,0.0,0.0
Adamawa,2014-06-02,2014-06-08,9,0.0,0.0,0.0
Adamawa,2014-06-09,2014-06-15,9,0.0,0.0,0.0
Adamawa,2014-06-16,2014-06-22,9,0.0,0.0,0.0
Adamawa,2014-06-23,2014-06-29,9,0.0,1.0,0.0
Adamawa,2014-06-30,2014-07-06,9,0.0,0.0,0.0
Adamawa,2014-07-07,2014-07-13,9,0.0,0.0,0.0
Adamawa,2014-07-14,2014-07-20,9,0.0,0.0,0.0
Adamawa,2014-07-21,2014-07-27,9,0.0,0.0,0.0
Adamawa,2014-07-28,2014-08-03,9,0.0,0.0,0.0
Adamawa,2014-08-04,2014-08-10,9,0.0,0.0,0.0
Adamawa,2014-08-11,2014-08-17,9,0.0,0.0,0.0
Adamawa,2014-08-18,2014-08-24,9,0.0,0.0,0.0
Adamawa,2014-08-25,2014-08-31,9,0.0,0.0,0.0
Adamawa,2014-09-01,2014-09-07,9,0.0,0.0,0.0
Adamawa,2014-09-08,2014-09-14,9,0.0,0.0,0.0
Adamawa,2014-09-15,2014-09-21,9,0.0,0.0,0.0
Adamawa,2014-09-22,2014-09-28,9,0.0,0.0,0.0
Adamawa,2014-09-29,2014-10-05,9,0.0,0.0,0.0
Adamawa,2014-10-06,2014-10-12,9,1.0,8.0,0.0
Adamawa,2014-10-13,2014-10-19,9,0.0,0.0,0.0
Adamawa,2014-10-20,2014-10-26,9,0.0,0.0,0.0
Adamawa,2014-10-27,2014-11-02,9,0.0,0.0,0.0
Adamawa,2014-11-03,2014-11-09,9,0.0,0.0,0.0
Adamawa,2014-11-10,2014-11-16,9,0.0,0.0,0.0
Adamawa,2014-11-17,2014-11-23,9,0.0,0.0,0.0
Adamawa,2014-11-24,2014-11-30,9,0.0,0.0,0.0
Adamawa,2014-12-01,2014-12-07,9,0.0,0.0,0.0
Adamawa,2014-12-08,2014-12-14,9,0.0,0.0,0.0
Adamawa,2014-12-15,2014-12-21,9,0.0,0.0,0.0
Adamawa,2014-12-22,2014-12-28,9,0.0,0.0,0.0
Adamawa,2014-12-29,2015-01-04,9,0.0,0.0,0.0
Adamawa,2015-01-05,2015-01-11,9,0.0,0.0,0.0
Adamawa,2015-01-12,2015-01-18,9,0.0,0.0,0.0
Adamawa,2015-01-19,2015-01-25,9,0.0,0.0,0.0
Adamawa,2015-01-26,2015-02-01,9,0.0,0.0,0.0
Adamawa,2015-02-02,2015-02-08,9,0.0,0.0,0.0
Adamawa,2015-02-09,2015-02-15,9,0.0,0.0,0.0
Adamawa,2015-02-16,2015-02-22,9,0.0,0.0,0.0
Adamawa,2015-02-23,2015-03-01,9,0.0,0.0,0.0
Adamawa,2015-03-02,2015-03-08,9,0.0,0.0,0.0
Adamawa,2015-03-09,2015-03-15,9,0.0,0.0,0.0
Adamawa,2015-03-16,2015-03-22,9,0.0,0.0,0.0
Adamawa,2015-03-23,2015-03-29,9,0.0,0.0,0.0
Adamawa,2015-03-30,2015-04-05,9,0.0,0.0,0.0
Adamawa,2015-04-06,2015-04-12,9,0.0,0.0,0.0
Adamawa,2015-04-13,2015-04-19,9,0.0,0.0,0.0
Adamawa,2015-04-20,2015-04-26,9,0.0,0.0,0.0
Adamawa,2015-04-27,2015-05-03,9,0.0,0.0,0.0
Adamawa,2015-05-04,2015-05-10,9,0.0,0.0,0.0
Adamawa,2015-05-11,2015-05-17,9,0.0,0.0,0.0
Adamawa,2015-05-18,2015-05-24,9,0.0,0.0,0.0
Adamawa,2015-05-25,2015-05-31,9,0.0,0.0,0.0
Adamawa,2015-06-01,2015-06-07,9,0.0,0.0,0.0
Adamawa,2015-06-08,2015-06-14,9,0.0,0.0,0.0
Adamawa,2015-06-15,2015-06-21,9,0.0,0.0,0.0
Adamawa,2015-06-22,2015-06-28,9,0.0,0.0,0.0
Adamawa,2015-06-29,2015-07-05,9,0.0,0.0,0.0
Adamawa,2015-07-06,2015-07-12,9,0.0,0.0,0.0
Adamawa,2015-07-13,2015-07-19,9,0.0,0.0,0.0
Adamawa,2015-07-20,2015-07-26,9,0.0,0.0,0.0
Adamawa,2015-07-27,2015-08-02,9,0.0,0.0,0.0
Adamawa,2015-08-03,2015-08-09,9,0.0,0.0,0.0
Adamawa,2015-08-10,2015-08-16,9,0.0,0.0,0.0
Adamawa,2015-08-17,2015-08-23,9,0.0,0.0,0.0
Adamawa,2015-08-24,2015-08-30,9,0.0,0.0,0.0
Adamawa,2015-08-31,2015-09-06,9,0.0,0.0,0.0
Adamawa,2015-09-07,2015-09-13,9,0.0,0.0,0.0
Adamawa,2015-09-14,2015-09-20,9,0.0,0.0,0.0
Adamawa,2015-09-21,2015-09-27,9,0.0,0.0,0.0
Adamawa,2015-09-28,2015-10-04,9,0.0,0.0,0.0
Adamawa,2015-10-05,2015-10-11,9,0.0,0.0,0.0
Adamawa,2015-10-12,2015-10-18,9,0.0,0.0,0.0
Adamawa,2015-10-19,2015-10-25,9,0.0,0.0,0.0
Adamawa,2015-10-26,2015-11-01,9,0.0,0.0,0.0
Adamawa,2015-11-02,2015-11-08,9,0.0,0.0,0.0
Adamawa,2015-11-09,2015-11-15,9,0.0,0.0,0.0
Adamawa,2015-11-16,2015-11-22,9,0.0,0.0,0.0
Adamawa,2015-11-23,2015-11-29,9,0.0,0.0,0.0
Adamawa,2015-11-30,2015-12-06,9,0.0,0.0,0.0
Adamawa,2015-12-07,2015-12-13,9,0.0,0.0,0.0
Adamawa,2015-12-14,2015-12-20,9,0.0,0.0,0.0
Adamawa,2015-12-21,2015-12-27,9,0.0,0.0,0.0
Adamawa,2016-01-04,2016-01-10,9,0.0,0.0,0.0
Adamawa,2016-01-11,2016-01-17,9,0.0,0.0,0.0
Adamawa,2016-01-18,2016-01-24,9,0.0,0.0,0.0
Adamawa,2016-01-25,2016-01-31,9,0.0,0.0,0.0
Adamawa,2016-02-01,2016-02-07,9,0.0,0.0,0.0
Adamawa,2016-02-08,2016-02-14,9,0.0,0.0,0.0
Adamawa,2016-02-15,2016-02-21,9,0.0,0.0,0.0
Adamawa,2016-02-22,2016-02-28,9,0.0,0.0,0.0
Adamawa,2016-02-29,2016-03-06,9,0.0,0.0,0.0
Adamawa,2016-03-07,2016-03-13,9,0.0,0.0,0.0
Adamawa,2016-03-14,2016-03-20,9,0.0,0.0,0.0
Adamawa,2016-03-21,2016-03-27,9,0.0,0.0,0.0
Adamawa,2016-03-28,2016-04-03,9,0.0,0.0,0.0
Adamawa,2016-04-04,2016-04-10,9,0.0,0.0,0.0
Adamawa,2016-04-11,2016-04-17,9,0.0,0.0,0.0
Adamawa,2016-04-18,2016-04-24,9,0.0,0.0,0.0
Adamawa,2016-04-25,2016-05-01,9,0.0,0.0,0.0
Adamawa,2016-05-02,2016-05-08,9,0.0,0.0,0.0
Adamawa,2016-05-09,2016-05-15,9,0.0,0.0,0.0
Adamawa,2016-05-16,2016-05-22,9,0.0,0.0,0.0
Adamawa,2016-05-23,2016-05-29,9,0.0,0.0,0.0
Adamawa,2016-05-30,2016-06-05,9,0.0,0.0,0.0
Adamawa,2016-06-06,2016-06-12,9,0.0,0.0,0.0
Adamawa,2016-06-13,2016-06-19,9,0.0,0.0,0.0
Adamawa,2016-06-20,2016-06-26,9,0.0,0.0,0.0
Adamawa,2016-06-27,2016-07-03,9,0.0,0.0,0.0
Adamawa,2016-07-04,2016-07-10,9,0.0,0.0,0.0
Adamawa,2016-07-11,2016-07-17,9,0.0,0.0,0.0
Adamawa,2016-07-18,2016-07-24,9,0.0,0.0,0.0
Adamawa,2016-07-25,2016-07-31,9,0.0,0.0,0.0
Adamawa,2016-08-01,2016-08-07,9,0.0,0.0,0.0
Adamawa,2016-08-08,2016-08-14,9,0.0,0.0,0.0
Adamawa,2016-08-15,2016-08-21,9,0.0,0.0,0.0
Adamawa,2016-08-22,2016-08-28,9,0.0,0.0,0.0
Adamawa,2016-08-29,2016-09-04,9,0.0,0.0,0.0
Adamawa,2016-09-05,2016-09-11,9,0.0,0.0,0.0
Adamawa,2016-09-12,2016-09-18,9,0.0,0.0,0.0
Adamawa,2016-09-19,2016-09-25,9,0.0,0.0,0.0
Adamawa,2016-09-26,2016-10-02,9,0.0,0.0,0.0
Adamawa,2016-10-03,2016-10-09,9,0.0,0.0,0.0
Adamawa,2016-10-10,2016-10-16,9,0.0,0.0,0.0
Adamawa,2016-10-17,2016-10-23,9,0.0,0.0,0.0
Adamawa,2016-10-24,2016-10-30,9,0.0,0.0,0.0
Adamawa,2016-10-31,2016-11-06,9,0.0,0.0,0.0
Adamawa,2016-11-07,2016-11-13,9,0.0,0.0,0.0
Adamawa,2016-11-14,2016-11-20,9,0.0,0.0,0.0
Adamawa,2016-11-21,2016-11-27,9,0.0,0.0,0.0
Adamawa,2016-11-28,2016-12-04,9,0.0,0.0,0.0
Adamawa,2016-12-05,2016-12-11,9,0.0,0.0,0.0
Adamawa,2016-12-12,2016-12-18,9,0.0,0.0,0.0
Adamawa,2016-12-19,2016-12-25,9,0.0,0.0,0.0
Adamawa,2016-12-26,2017-01-01,9,0.0,0.0,0.0
Adamawa,2017-01-02,2017-01-08,9,0.0,0.0,0.0
Adamawa,2017-01-09,2017-01-15,9,0.0,0.0,0.0
Adamawa,2017-01-16,2017-01-22,9,0.0,0.0,0.0
Adamawa,2017-01-23,2017-01-29,9,0.0,0.0,0.0
Adamawa,2017-01-30,2017-02-05,9,0.0,0.0,0.0
Adamawa,2017-02-06,2017-02-12,9,0.0,0.0,0.0
Adamawa,2017-02-13,2017-02-19,9,0.0,0.0,0.0
Adamawa,2017-02-20,2017-02-26,9,0.0,0.0,0.0
Adamawa,2017-02-27,2017-03-05,9,0.0,0.0,0.0
Adamawa,2017-03-06,2017-03-12,9,0.0,0.0,0.0
Adamawa,2017-03-13,2017-03-19,9,0.0,0.0,0.0
Adamawa,2017-03-20,2017-03-26,9,0.0,0.0,0.0
Adamawa,2017-03-27,2017-04-02,9,0.0,0.0,0.0
Adamawa,2017-04-03,2017-04-09,9,0.0,0.0,0.0
Adamawa,2017-04-10,2017-04-16,9,0.0,0.0,0.0
Adamawa,2017-04-17,2017-04-23,9,0.0,0.0,0.0
Adamawa,2017-04-24,2017-04-30,9,0.0,0.0,0.0
Adamawa,2017-05-01,2017-05-07,9,0.0,0.0,0.0
Adamawa,2017-05-08,2017-05-14,9,0.0,0.0,0.0
Adamawa,2017-05-15,2017-05-21,9,0.0,0.0,0.0
Adamawa,2017-05-22,2017-05-28,9,0.0,0.0,0.0
Adamawa,2017-05-29,2017-06-04,9,0.0,0.0,0.0
Adamawa,2017-06-05,2017-06-11,9,0.0,0.0,0.0
Adamawa,2017-06-12,2017-06-18,9,0.0,0.0,0.0
Adamawa,2017-06-19,2017-06-25,9,0.0,0.0,0.0
Adamawa,2017-06-26,2017-07-02,9,0.0,0.0,0.0
Adamawa,2017-07-03,2017-07-09,9,0.0,0.0,0.0
Adamawa,2017-07-10,2017-07-16,9,0.0,0.0,0.0
Adamawa,2017-07-17,2017-07-23,9,0.0,0.0,0.0
Adamawa,2017-07-24,2017-07-30,9,0.0,0.0,0.0
Adamawa,2017-07-31,2017-08-06,9,0.0,0.0,0.0
Adamawa,2017-08-07,2017-08-13,9,0.0,0.0,0.0
Adamawa,2017-08-14,2017-08-20,9,0.0,0.0,0.0
Adamawa,2017-08-21,2017-08-27,9,0.0,0.0,0.0
Adamawa,2017-08-28,2017-09-03,9,0.0,0.0,0.0
Adamawa,2017-09-04,2017-09-10,9,0.0,0.0,0.0
Adamawa,2017-09-11,2017-09-17,9,0.0,0.0,0.0
Adamawa,2017-09-18,2017-09-24,9,0.0,0.0,0.0
Adamawa,2017-09-25,2017-10-01,9,0.0,0.0,0.0
Adamawa,2017-10-02,2017-10-08,9,0.0,0.0,0.0
Adamawa,2017-10-09,2017-10-15,9,0.0,0.0,0.0
Adamawa,2017-10-16,2017-10-22,9,0.0,0.0,0.0
Adamawa,2017-10-23,2017-10-29,9,0.0,0.0,0.0
Adamawa,2017-10-30,2017-11-05,9,0.0,0.0,0.0
