region_en,TL,TR,Location,deaths,sCh,cCh,rainfall_avg,temp_avg,humidity_avg
West,2012-05-21,2012-05-27,20,0.0,0.0,0.0,4.297142857142857,21.054285714285715,85.96857142857142
West,2012-05-28,2012-06-03,20,0.0,0.0,0.0,7.121428571428572,20.655714285714286,86.55428571428573
West,2012-06-04,2012-06-10,20,0.0,0.0,0.0,5.222857142857142,21.06142857142857,84.4542857142857
West,2012-06-11,2012-06-17,20,0.0,0.0,0.0,7.078571428571428,20.782857142857143,85.4057142857143
West,2012-06-18,2012-06-24,20,0.0,0.0,0.0,11.23857142857143,20.494285714285716,86.42571428571429
West,2012-06-25,2012-07-01,20,0.0,0.0,0.0,15.642857142857144,19.861428571428572,87.58571428571427
West,2012-07-02,2012-07-08,20,0.0,0.0,0.0,9.552857142857144,19.431428571428572,89.71857142857142
West,2012-07-09,2012-07-15,20,0.0,0.0,0.0,8.667142857142858,19.964285714285715,89.01571428571428
West,2012-07-16,2012-07-22,20,0.0,0.0,0.0,4.8028571428571425,20.25428571428571,87.69142857142856
West,2012-07-23,2012-07-29,20,0.0,0.0,0.0,2.472857142857143,19.844285714285714,88.59
West,2012-07-30,2012-08-05,20,0.0,0.0,0.0,10.874285714285714,19.96142857142857,89.88285714285715
West,2012-08-06,2012-08-12,20,0.0,0.0,0.0,7.852857142857144,19.622857142857146,89.71285714285715
West,2012-08-13,2012-08-19,20,0.0,0.0,0.0,11.371428571428572,19.934285714285714,89.22571428571428
West,2012-08-20,2012-08-26,20,0.0,0.0,0.0,11.83,19.634285714285713,87.16571428571429
West,2012-08-27,2012-09-02,20,0.0,0.0,0.0,16.5,19.810000000000002,90.70142857142856
West,2012-09-03,2012-09-09,20,0.0,0.0,0.0,14.18142857142857,19.610000000000003,89.38142857142859
West,2012-09-10,2012-09-16,20,0.0,0.0,0.0,13.459999999999999,19.814285714285717,90.05857142857143
West,2012-09-17,2012-09-23,20,0.0,0.0,0.0,8.502857142857144,20.220000000000002,87.75857142857141
West,2012-09-24,2012-09-30,20,0.0,0.0,0.0,9.415714285714285,20.017142857142858,88.44285714285716
West,2012-10-01,2012-10-07,20,0.0,0.0,0.0,17.91,20.21,89.13714285714286
West,2012-10-08,2012-10-14,20,0.0,0.0,0.0,6.972857142857143,20.344285714285714,87.89857142857143
West,2012-10-15,2012-10-21,20,0.0,0.0,0.0,8.895714285714286,20.194285714285716,90.39142857142858
West,2012-10-22,2012-10-28,20,0.0,0.0,0.0,5.941428571428572,20.085714285714285,88.91857142857144
West,2012-10-29,2012-11-04,20,0.0,0.0,0.0,5.361428571428571,20.724285714285713,84.91142857142859
West,2012-11-05,2012-11-11,20,0.0,0.0,0.0,8.56,19.948571428571427,88.93571428571428
West,2012-11-12,2012-11-18,20,0.0,0.0,0.0,0.6242857142857143,20.52857142857143,86.21714285714286
West,2012-11-19,2012-11-25,20,0.0,0.0,0.0,1.3171428571428572,21.002857142857142,83.86428571428571
West,2012-11-26,2012-12-02,20,0.0,0.0,0.0,0.52,20.742857142857144,81.85857142857142
West,2012-12-03,2012-12-09,20,0.0,0.0,0.0,0.5985714285714285,21.035714285714285,79.34714285714287
West,2012-12-10,2012-12-16,20,0.0,0.0,0.0,0.06142857142857143,20.457142857142856,70.41
West,2012-12-17,2012-12-23,20,0.0,0.0,0.0,0.0014285714285714286,19.830000000000002,70.45714285714287
West,2012-12-24,2012-12-30,20,0.0,0.0,0.0,0.10714285714285714,19.455714285714286,69.09714285714286
West,2012-12-31,2013-01-06,20,0.0,0.0,0.0,0.3114285714285714,20.534285714285716,65.3442857142857
West,2013-01-07,2013-01-13,20,0.0,0.0,0.0,0.14285714285714285,20.232857142857142,64.96142857142857
West,2013-01-14,2013-01-20,20,0.0,0.0,0.0,0.06857142857142857,21.807142857142853,69.8742857142857
West,2013-01-21,2013-01-27,20,0.0,0.0,0.0,0.6657142857142857,22.528571428571432,76.30714285714286
West,2013-01-28,2013-02-03,20,0.0,0.0,0.0,0.5885714285714286,20.744285714285713,65.64714285714287
West,2013-02-04,2013-02-10,20,0.0,0.0,0.0,0.04857142857142858,21.904285714285717,64.22571428571429
West,2013-02-11,2013-02-17,20,0.0,0.0,0.0,0.08571428571428573,22.205714285714286,74.47
West,2013-02-18,2013-02-24,20,0.0,0.0,0.0,0.17857142857142855,22.46142857142857,71.61
West,2013-02-25,2013-03-03,20,0.0,0.0,0.0,1.441428571428571,23.029999999999998,77.73428571428572
West,2013-03-04,2013-03-10,20,0.0,1.0,0.0,3.1342857142857143,22.595714285714287,81.83142857142857
West,2013-03-11,2013-03-17,20,0.0,0.0,0.0,7.911428571428572,21.84714285714286,81.51857142857143
West,2013-03-18,2013-03-24,20,0.0,0.0,0.0,2.41,21.93,82.89571428571428
West,2013-03-25,2013-03-31,20,0.0,1.0,0.0,3.5214285714285714,21.24142857142857,83.98714285714287
West,2013-04-01,2013-04-07,20,0.0,0.0,0.0,2.7899999999999996,21.992857142857144,81.79285714285713
West,2013-04-08,2013-04-14,20,0.0,0.0,0.0,5.808571428571429,21.889999999999997,83.42714285714285
West,2013-04-15,2013-04-21,20,0.0,0.0,0.0,3.41,21.61285714285714,83.6857142857143
West,2013-04-22,2013-04-28,20,0.0,0.0,0.0,6.064285714285715,21.165714285714284,85.31428571428572
West,2013-04-29,2013-05-05,20,0.0,0.0,0.0,3.982857142857143,21.608571428571427,84.69571428571429
West,2013-05-06,2013-05-12,20,0.0,0.0,0.0,3.6942857142857144,21.428571428571427,84.98571428571428
West,2013-05-13,2013-05-19,20,0.0,0.0,0.0,5.351428571428571,21.32857142857143,86.30285714285715
West,2013-05-20,2013-05-26,20,0.0,0.0,0.0,4.718571428571429,21.642857142857146,84.66285714285712
West,2013-05-27,2013-06-02,20,0.0,0.0,0.0,6.7957142857142845,21.202857142857145,84.09857142857143
West,2013-06-03,2013-06-09,20,0.0,0.0,0.0,5.692857142857142,20.92285714285714,85.41142857142857
West,2013-06-10,2013-06-16,20,0.0,0.0,0.0,4.02,21.33857142857143,82.9057142857143
West,2013-06-17,2013-06-23,20,0.0,0.0,0.0,3.711428571428572,21.154285714285713,87.06571428571428
West,2013-06-24,2013-06-30,20,0.0,0.0,0.0,7.637142857142856,20.322857142857142,87.59714285714287
West,2013-07-01,2013-07-07,20,0.0,0.0,0.0,11.415714285714285,19.770000000000003,90.02857142857142
West,2013-07-08,2013-07-14,20,0.0,0.0,0.0,7.355714285714287,20.115714285714287,84.73142857142857
West,2013-07-15,2013-07-21,20,0.0,0.0,0.0,4.928571428571429,20.217142857142857,87.12428571428572
West,2013-07-22,2013-07-28,20,0.0,0.0,0.0,4.1814285714285715,20.060000000000002,88.43285714285715
