Model,CV Accuracy,CV F1 (macro),CV Low Precision,CV Low Recall,CV High Precision,CV High Recall,Hold-out Accuracy,Hold-out F1 (macro),Hold-out Low Precision,Hold-out Low Recall,Hold-out High Precision,Hold-out High Recall
Ensemble,0.7927536231884058,0.77885076873082,0.7647243442831677,0.7397613407738483,0.797690098441745,0.8150319249353817,0.848314606741573,0.8455059791693456,0.8578431372549019,0.875,0.8355263157894737,0.8141025641025641
